"111年08月12日 價格指數(臺灣證券交易所)"
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"寶島股價指數","17,410.68","+","111.53","0.64","",
"發行量加權股價指數","15,288.97","+","91.12","0.60","",
"臺灣公司治理100指數","8,867.13","+","48.63","0.55","",
"臺灣50指數","11,882.44","+","51.77","0.44","",
"臺灣50權重上限30%指數","11,228.05","+","44.01","0.39","",
"臺灣中型100指數","12,860.54","+","140.52","1.10","",
"臺灣資訊科技指數","20,101.09","+","122.84","0.61","",
"臺灣發達指數","10,064.72","+","74.37","0.74","",
"臺灣高股息指數","6,281.53","+","27.64","0.44","",
"臺灣就業99指數","9,137.36","+","38.04","0.42","",
"臺灣高薪100指數","8,431.50","+","30.62","0.36","",
"未含金融指數","13,117.75","+","88.80","0.68","",
"未含電子指數","17,864.00","+","106.64","0.60","",
"未含金融電子指數","14,777.54","+","126.58","0.86","",
"小型股300指數","8,239.56","+","65.01","0.80","",
"水泥窯製類指數","636.19","+","0.18","0.03","",
"塑膠化工類指數","823.82","+","7.48","0.92","",
"機電類指數","3,970.98","+","24.78","0.63","",
"水泥類指數","169.13","-","0.49","-0.29","",
"食品類指數","1,820.97","+","5.75","0.32","",
"塑膠類指數","241.81","+","2.35","0.98","",
"紡織纖維類指數","557.88","+","4.81","0.87","",
"電機機械類指數","224.19","+","1.53","0.69","",
"電器電纜類指數","87.75","+","3.79","4.51","",
"化學生技醫療類指數","113.24","+","0.99","0.88","",
"化學類指數","136.03","+","1.29","0.96","",
"生技醫療類指數","64.22","+","0.51","0.80","",
"玻璃陶瓷類指數","47.34","+","1.08","2.33","",
"造紙類指數","296.69","+","2.23","0.76","",
"鋼鐵類指數","137.83","+","2.87","2.13","",
"橡膠類指數","248.20","+","1.47","0.60","",
"汽車類指數","324.89","-","0.22","-0.07","",
"電子工業類指數","710.74","+","4.23","0.60","",
"半導體類指數","340.82","+","3.09","0.91","",
"電腦及週邊設備類指數","123.87","-","0.46","-0.37","",
"光電類指數","33.14","-","0.03","-0.09","",
"通信網路類指數","138.12","-","0.22","-0.16","",
"電子零組件類指數","157.44","+","0.64","0.41","",
"電子通路類指數","173.49","+","1.54","0.90","",
"資訊服務類指數","125.56","+","0.55","0.44","",
"其他電子類指數","103.30","+","0.25","0.24","",
"建材營造類指數","353.74","+","1.91","0.54","",
"航運類指數","209.92","+","1.42","0.68","",
"觀光類指數","96.09","+","0.06","0.06","",
"金融保險類指數","1,605.56","+","0.18","0.01","",
"貿易百貨類指數","298.34","+","5.32","1.82","",
"油電燃氣類指數","110.04","+","1.07","0.98","",
"其他類指數","361.93","+","2.27","0.63","",
"臺指日報酬兩倍指數","29,681.18","+","351.69","1.20","",
"臺指反向一倍指數","4,544.62","-","27.41","-0.60","",
"電子類兩倍槓桿指數","28,419.85","+","336.28","1.20","",
"電子類反向指數","4,134.26","-","24.90","-0.60","",
"價格指數(跨市場)"
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"臺灣生技指數","3,961.08","+","29.71","0.76","",
"臺灣中小型公司治理指數","6,725.91","+","131.24","1.99","",
"臺灣IPO指數","5,022.79","+","62.07","1.25","",
"智慧中立指數","3,739.67","+","3.98","0.11","",
"臺灣5G指數","7,446.27","+","62.59","0.85","",
"臺灣企業社會責任中小型指數","7,880.44","+","55.42","0.71","",
"特選臺灣電動車代表指數","5,613.21","+","12.29","0.22","",
