"111年09月14日 價格指數(臺灣證券交易所)"
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"寶島股價指數","16,825.93","-","246.72","-1.45","",
"發行量加權股價指數","14,658.31","-","236.10","-1.59","",
"臺灣公司治理100指數","8,360.64","-","165.20","-1.94","",
"臺灣50指數","11,145.52","-","238.44","-2.09","",
"臺灣50權重上限30%指數","10,564.17","-","208.04","-1.93","",
"臺灣中型100指數","12,836.70","-","135.62","-1.05","",
"臺灣資訊科技指數","18,927.28","-","431.59","-2.23","",
"臺灣發達指數","9,729.07","-","105.15","-1.07","",
"臺灣高股息指數","6,038.50","-","91.86","-1.50","",
"臺灣就業99指數","8,851.11","-","151.51","-1.68","",
"臺灣高薪100指數","8,046.92","-","127.44","-1.56","",
"未含金融指數","12,576.33","-","203.78","-1.59","",
"未含電子指數","17,353.28","-","193.72","-1.10","",
"未含金融電子指數","14,436.77","-","134.48","-0.92","",
"小型股300指數","8,368.05","-","27.08","-0.32","",
"水泥窯製類指數","644.78","-","4.24","-0.65","",
"塑膠化工類指數","826.38","-","9.31","-1.11","",
"機電類指數","3,781.48","-","71.96","-1.87","",
"水泥類指數","173.17","-","0.89","-0.51","",
"食品類指數","1,849.52","-","15.81","-0.85","",
"塑膠類指數","232.99","-","4.57","-1.92","",
"紡織纖維類指數","582.48","-","4.92","-0.84","",
"電機機械類指數","219.69","-","2.14","-0.96","",
"電器電纜類指數","97.41","+","0.03","0.03","",
"化學生技醫療類指數","123.63","-","0.58","-0.47","",
"化學類指數","138.63","-","1.32","-0.94","",
"生技醫療類指數","75.19","-","0.02","-0.03","",
"玻璃陶瓷類指數","44.51","-","0.77","-1.70","",
"造紙類指數","297.11","-","3.32","-1.11","",
"鋼鐵類指數","137.60","-","2.00","-1.43","",
"橡膠類指數","253.10","+","4.99","2.01","",
"汽車類指數","331.60","-","1.52","-0.46","",
"電子工業類指數","675.52","-","13.12","-1.91","",
"半導體類指數","317.52","-","7.59","-2.33","",
"電腦及週邊設備類指數","122.85","-","1.93","-1.55","",
"光電類指數","33.50","-","0.39","-1.15","",
"通信網路類指數","134.18","-","0.91","-0.67","",
"電子零組件類指數","153.60","-","1.58","-1.02","",
"電子通路類指數","172.55","-","1.68","-0.96","",
"資訊服務類指數","126.69","-","0.87","-0.68","",
"其他電子類指數","100.39","-","1.74","-1.70","",
"建材營造類指數","358.39","-","2.24","-0.62","",
