"111年07月08日 價格指數(臺灣證券交易所)"
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"寶島股價指數","16,456.86","+","156.70","0.96","",
"發行量加權股價指數","14,464.53","+","128.26","0.89","",
"臺灣公司治理100指數","8,303.03","+","77.81","0.95","",
"臺灣50指數","11,057.53","+","115.89","1.06","",
"臺灣50權重上限30%指數","10,541.30","+","80.22","0.77","",
"臺灣中型100指數","12,306.29","+","139.73","1.15","",
"臺灣資訊科技指數","18,483.24","+","310.95","1.71","",
"臺灣發達指數","9,845.82","-","8.64","-0.09","",
"臺灣高股息指數","6,083.93","+","114.35","1.92","",
"臺灣就業99指數","8,739.67","+","42.76","0.49","",
"臺灣高薪100指數","8,030.17","+","53.64","0.67","",
"未含金融指數","12,400.71","+","126.16","1.03","",
"未含電子指數","17,401.50","+","29.57","0.17","",
"未含金融電子指數","14,544.44","+","38.26","0.26","",
"小型股300指數","7,993.40","+","72.54","0.92","",
"水泥窯製類指數","628.05","+","0.11","0.02","",
"塑膠化工類指數","794.41","-","0.47","-0.06","",
"機電類指數","3,694.58","+","49.02","1.34","",
"水泥類指數","166.68","-","0.23","-0.14","",
"食品類指數","1,859.79","-","34.16","-1.80","",
"塑膠類指數","229.70","-","0.15","-0.07","",
"紡織纖維類指數","542.90","+","1.02","0.19","",
"電機機械類指數","230.87","+","0.24","0.10","",
"電器電纜類指數","85.83","-","1.17","-1.34","",
"化學生技醫療類指數","111.50","-","0.57","-0.51","",
"化學類指數","131.49","+","0.24","0.18","",
"生技醫療類指數","64.52","-","0.90","-1.38","",
"玻璃陶瓷類指數","47.31","+","0.53","1.13","",
"造紙類指數","294.90","-","0.90","-0.30","",
"鋼鐵類指數","136.76","+","1.68","1.24","",
"橡膠類指數","248.65","+","2.61","1.06","",
"汽車類指數","323.65","-","2.80","-0.86","",
"電子工業類指數","659.34","+","9.11","1.40","",
"半導體類指數","313.05","+","5.92","1.93","",
"電腦及週邊設備類指數","118.02","+","1.16","0.99","",
"光電類指數","31.79","+","0.48","1.53","",
"通信網路類指數","136.15","-","2.46","-1.77","",
"電子零組件類指數","145.03","+","3.65","2.58","",
"電子通路類指數","167.76","+","2.81","1.70","",
"資訊服務類指數","120.66","+","0.48","0.40","",
"其他電子類指數","93.63","-","0.49","-0.52","",
"建材營造類指數","346.28","-","0.15","-0.04","",
"航運類指數","200.86","+","5.92","3.04","",
"觀光類指數","96.91","-","0.59","-0.61","",
"金融保險類指數","1,527.34","-","0.70","-0.05","",
"貿易百貨類指數","297.15","-","4.75","-1.57","",
"油電燃氣類指數","117.14","-","0.11","-0.09","",
"其他類指數","347.47","+","1.18","0.34","",
"臺指日報酬兩倍指數","26,655.48","+","468.56","1.79","",
"臺指反向一倍指數","4,819.89","-","43.51","-0.89","",
"電子類兩倍槓桿指數","24,579.99","+","669.98","2.80","",
"電子類反向指數","4,479.23","-","63.65","-1.40","",
"價格指數(跨市場)"
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"臺灣生技指數","3,887.19","-","10.23","-0.26","",
