"111年11月18日 價格指數(臺灣證券交易所)"
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"寶島股價指數","16,574.28","-","41.76","-0.25","",
"發行量加權股價指數","14,504.99","-","30.24","-0.21","",
"臺灣公司治理100指數","8,352.38","-","7.79","-0.09","",
"臺灣50指數","11,216.21","-","7.72","-0.07","",
"臺灣50權重上限30%指數","10,602.58","-","23.48","-0.22","",
"臺灣中型100指數","12,662.58","-","44.31","-0.35","",
"臺灣資訊科技指數","19,392.22","+","13.71","0.07","",
"臺灣發達指數","9,401.20","-","41.51","-0.44","",
"臺灣高股息指數","5,955.15","-","27.72","-0.46","",
"臺灣就業99指數","8,889.93","-","15.17","-0.17","",
"臺灣高薪100指數","7,951.52","-","24.16","-0.30","",
"未含金融指數","12,499.76","-","19.38","-0.15","",
"未含電子指數","16,623.49","-","87.91","-0.53","",
"未含金融電子指數","13,827.19","-","68.43","-0.49","",
"小型股300指數","7,928.72","-","41.26","-0.52","",
"水泥窯製類指數","601.39","-","7.51","-1.23","",
"塑膠化工類指數","803.39","-","0.66","-0.08","",
"機電類指數","3,818.73","-","1.73","-0.05","",
"水泥類指數","152.76","-","2.69","-1.73","",
"食品類指數","1,760.96","-","1.88","-0.11","",
"塑膠類指數","240.21","-","0.44","-0.18","",
"紡織纖維類指數","560.47","-","2.64","-0.47","",
"電機機械類指數","212.37","-","2.54","-1.18","",
"電器電纜類指數","99.43","-","1.62","-1.60","",
"化學生技醫療類指數","107.68","+","0.41","0.38","",
"化學類指數","124.30","-","1.32","-1.05","",
"生技醫療類指數","63.66","+","1.17","1.87","",
"玻璃陶瓷類指數","59.24","+","0.86","1.47","",
"造紙類指數","304.13","-","2.81","-0.92","",
"鋼鐵類指數","133.21","-","0.88","-0.66","",
"橡膠類指數","229.57","-","1.47","-0.64","",
"汽車類指數","320.59","-","1.35","-0.42","",
"電子工業類指數","682.83","-","0.03","--","",
"半導體類指數","327.03","+","0.81","0.25","",
"電腦及週邊設備類指數","122.01","+","0.01","0.01","",
"光電類指數","34.07","-","0.41","-1.19","",
"通信網路類指數","122.84","+","0.94","0.77","",
"電子零組件類指數","159.96","-","1.44","-0.89","",
"電子通路類指數","165.10","-","0.74","-0.45","",
"資訊服務類指數","119.30","+","0.49","0.41","",
"其他電子類指數","94.81","-","0.87","-0.91","",
"建材營造類指數","342.76","+","0.99","0.29","",
"航運類指數","153.59","-","2.70","-1.73","",
"觀光類指數","103.18","-","0.04","-0.04","",
"金融保險類指數","1,475.51","-","8.95","-0.60","",
"貿易百貨類指數","268.87","+","2.74","1.03","",
"油電燃氣類指數","108.45","-","0.94","-0.86","",
"其他類指數","339.70","-","0.79","-0.23","",
"臺指日報酬兩倍指數","26,369.75","-","110.18","-0.42","",
"臺指反向一倍指數","4,728.84","+","9.82","0.21","",
"電子類兩倍槓桿指數","25,691.92","-","2.26","-0.01","",
"電子類反向指數","4,215.00","+","0.19","--","",
"價格指數(跨市場)"
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"臺灣生技指數","4,196.64","+","90.81","2.21","",
"臺灣中小型公司治理指數","6,680.26","-","20.38","-0.30","",
"臺灣IPO指數","4,599.17","-","35.68","-0.77","",
"智慧中立指數","3,470.86","+","12.11","0.35","",
"臺灣5G指數","7,376.28","-","11.83","-0.16","",
"臺灣企業社會責任中小型指數","7,826.11","-","4.16","-0.05","",
"特選臺灣電動車代表指數","5,661.48","-","39.60","-0.69","",
"臺灣5G+通訊指數","5,553.68","-","13.40","-0.24","",
"臺灣全市場指數","4,927.96","-","11.70","-0.24","",
"臺灣全市場半導體指數","4,693.95","-","11.90","-0.25","",
"臺灣電動車與自駕科技永續概念指數","4,089.99","-","9.30","-0.23","",
"臺灣智慧移動與電動車指數","3,834.58","-","34.25","-0.89","",
"特選小資高價30指數","4,405.11","-","17.10","-0.39","",
"特選臺灣綠能及電動車指數","4,260.88","-","18.81","-0.44","",
"特選臺灣智能車供應鏈聯盟指數","4,142.37","-","19.01","-0.46","",
"臺灣全市場半導體精選30指數","3,733.33","-","10.34","-0.28","",
"特選臺灣高股息30指數","3,754.89","-","1.79","-0.05","",
"臺灣友善環境指數","4,398.08","-","9.80","-0.22","",
"台灣永續價值指數","4,110.69","-","1.42","-0.03","",
"特選臺灣IC設計指數","2,777.66","-","25.41","-0.91","",
"特選臺灣環境永續高股息指數","3,978.04","+","16.23","0.41","",
"臺灣友善環境50指數","3,844.41","-","9.94","-0.26","",
"特選台灣策略高股息30指數","3,670.53","+","9.98","0.27","",
"特選臺灣IC設計產業代表指數","3,329.91","-","22.82","-0.68","",
"特選臺灣綠能指數","4,537.71","-","43.48","-0.95","",
"特選臺灣成長高股息指數","3,795.53","-","6.82","-0.18","",
"特選臺灣智慧50指數","3,681.82","-","28.82","-0.78","",
"特選臺灣標竿PCB指數","3,770.78","-","62.65","-1.63","",
"臺灣晶圓製造指數","4,334.06","-","9.77","-0.22","",
"臺灣精選高息指數","3,718.29","-","1.48","-0.04","",
"臺灣多因子優選高股息30指數","4,628.49","-","3.05","-0.07","",
"特選臺灣優利高填息30指數","4,361.67","-","13.98","-0.32","",
"臺灣多因子優選成長30指數","5,134.13","+","0.42","0.01","",
"價格指數(臺灣指數公司)"
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"金融類日報酬兩倍指數","24,083.79","-","293.95","-1.21","",
"金融類日報酬反向一倍指數","5,180.47","+","31.05","0.60","",
"漲升股利150指數","7,651.80","-","9.10","-0.12","",
"藍籌30指數","7,135.08","-","12.52","-0.18","",
"工業菁英30指數","7,713.07","-","19.36","-0.25","",
"電子菁英30指數","7,481.28","-","27.26","-0.36","",
"低波動股利精選30指數","6,189.68","-","23.66","-0.38","",
"中小型A級動能50指數","13,785.25","+","55.03","0.40","",
"特選高息低波指數","6,465.53","+","12.16","0.19","",
"臺灣永續指數","7,432.95","-","13.05","-0.18","",
"特選內需高收益指數","5,584.89","+","10.22","0.18","",
"價值投資指數","5,572.18","-","35.62","-0.64","",
"存股雙十等權重指數","6,633.28","-","19.55","-0.29","",
"特選大蘋果指數","6,601.49","-","27.92","-0.42","",
"中小型300指數","8,053.86","-","39.69","-0.49","",
"特股高息20指數","5,550.52","-","16.20","-0.29","",
"臺灣500指數","7,475.04","-","17.53","-0.23","",
"臺灣勞工權益指數","6,957.60","-","34.03","-0.49","",
"微波高息精選20指數","6,037.07","-","23.50","-0.39","",
"特選世代行動通訊指數","5,757.22","+","15.59","0.27","",
"智慧投資多因子30指數","4,723.42","+","2.11","0.04","",
"臺股期貨指數","7,605.29","-","27.88","-0.37","",
"特選價值成長指數","6,176.89","-","41.59","-0.67","",
"臺灣上櫃永續指數","5,524.92","-","127.91","-2.26","",
"特選台股領航指數","6,607.98","-","4.30","-0.07","",
"特選Smart多因子指數","5,459.58","-","10.13","-0.19","",
"特選ESG高股息指數","3,906.63","-","26.17","-0.67","",
"特選上櫃ESG成長指數","4,021.82","-","93.64","-2.28","",
"特選上櫃ESG電子菁英指數","4,096.17","-","144.03","-3.40","",
"新臺灣高股息指數","4,296.62","-","15.89","-0.37","",
"臺灣優息存股指數","4,530.15","-","28.66","-0.63","",
"特選上櫃ESG永續高股息指數","5,591.73","-","184.21","-3.19","",
"特選臺灣金融高股息存股指數","4,785.90","-","31.72","-0.66","",
"上櫃ESG 30指數","5,041.77","-","100.55","-1.96","",
"報酬指數(臺灣證券交易所)"
"報酬指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"寶島股價報酬指數","23,151.84","-","58.33","-0.25","",
"發行量加權股價報酬指數","30,103.62","-","62.78","-0.21","",
"臺灣公司治理100報酬指數","11,455.91","-","10.69","-0.09","",
"臺灣50報酬指數","23,445.41","-","16.15","-0.07","",
"臺灣50權重上限30%報酬指數","22,400.18","-","49.58","-0.22","",
"臺灣中型100報酬指數","24,756.12","-","86.64","-0.35","",
"臺灣資訊科技股報酬指數","38,059.35","+","26.91","0.07","",
"臺灣發達報酬指數","18,125.42","-","80.04","-0.44","",
"臺灣高股息報酬指數","16,438.07","-","76.51","-0.46","",
"臺灣就業99報酬指數","13,866.00","-","23.65","-0.17","",
"臺灣高薪100報酬指數","11,462.47","-","34.83","-0.30","",
"未含金融電子報酬指數","29,412.42","-","145.55","-0.49","",
"小型股300報酬指數","10,498.55","-","54.63","-0.52","",
"水泥類報酬指數","303.57","-","5.33","-1.73","",
"食品類報酬指數","2,753.41","-","2.94","-0.11","",
"塑膠類報酬指數","440.88","-","0.82","-0.19","",
"紡織纖維類報酬指數","916.85","-","4.32","-0.47","",
"電機機械類報酬指數","320.85","-","3.84","-1.18","",
"電器電纜類報酬指數","153.42","-","2.49","-1.60","",
"化學生技醫療類報酬指數","168.93","+","0.65","0.39","",
"化學類報酬指數","209.12","-","2.23","-1.06","",
"生技醫療類報酬指數","90.08","+","1.66","1.88","",
"玻璃陶瓷類報酬指數","74.89","+","1.09","1.48","",
"造紙類報酬指數","473.18","-","4.37","-0.92","",
"鋼鐵類報酬指數","225.21","-","1.50","-0.66","",
"橡膠類報酬指數","368.83","-","2.35","-0.63","",
"汽車類報酬指數","514.55","-","2.16","-0.42","",
"電子工業類報酬指數","1,282.18","-","0.05","--","",
"半導體類報酬指數","575.78","+","1.43","0.25","",
"電腦及週邊設備類報酬指數","269.30","+","0.02","0.01","",
"光電類報酬指數","50.33","-","0.61","-1.20","",
"通信網路類報酬指數","257.82","+","1.99","0.78","",
"電子零組件類報酬指數","297.19","-","2.66","-0.89","",
"電子通路類報酬指數","396.51","-","1.76","-0.44","",
"資訊服務類報酬指數","278.26","+","1.15","0.41","",
"其他電子類報酬指數","153.39","-","1.41","-0.91","",
"建材營造類報酬指數","690.68","+","2.01","0.29","",
"航運類報酬指數","245.42","-","4.33","-1.73","",
"觀光類報酬指數","143.33","-","0.05","-0.03","",
"金融保險類報酬指數","2,562.01","-","15.54","-0.60","",
"貿易百貨類報酬指數","417.77","+","4.25","1.03","",
"油電燃氣類報酬指數","171.68","-","1.48","-0.85","",
"其他類報酬指數","577.47","-","1.34","-0.23","",
"報酬指數(跨市場)"
"報酬指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"臺灣生技報酬指數","4,648.36","+","100.59","2.21","",
"臺灣中小型公司治理報酬指數","8,774.14","-","26.76","-0.30","",
"臺灣IPO報酬指數","5,369.43","-","41.66","-0.77","",
"智慧中立報酬指數","4,017.23","+","14.02","0.35","",
"加權指數掩護性臺指買權價外5%報酬指數","6,267.12","-","6.62","-0.11","",
"臺灣5G報酬指數","8,246.66","-","13.24","-0.16","",
"臺灣企業社會責任中小型報酬指數","9,098.29","-","4.84","-0.05","",
"特選臺灣電動車代表報酬指數","6,371.42","-","44.57","-0.69","",
"臺灣5G+通訊報酬指數","6,034.16","-","14.56","-0.24","",
"臺灣全市場報酬指數","5,295.32","-","12.58","-0.24","",
"臺灣全市場半導體報酬指數","5,064.98","-","12.84","-0.25","",
"臺灣電動車與自駕科技永續概念報酬指數","4,445.84","-","10.11","-0.23","",
"臺灣智慧移動與電動車報酬指數","4,156.71","-","37.13","-0.89","",
"特選小資高價30報酬指數","4,713.81","-","18.30","-0.39","",
"特選臺灣綠能及電動車報酬指數","4,632.19","-","20.45","-0.44","",
"特選臺灣智能車供應鏈聯盟報酬指數","4,449.91","-","20.42","-0.46","",
"臺灣全市場半導體精選30報酬指數","3,959.86","-","10.96","-0.28","",
"特選臺灣高股息30報酬指數","4,315.22","-","2.05","-0.05","",
"臺灣友善環境報酬指數","4,663.77","-","10.39","-0.22","",
"台灣永續價值報酬指數","4,299.27","-","1.48","-0.03","",
"特選臺灣IC設計報酬指數","3,010.70","-","27.54","-0.91","",
"特選臺灣環境永續高股息報酬指數","4,466.92","+","18.22","0.41","",
"臺灣友善環境50報酬指數","4,061.91","-","10.51","-0.26","",
"特選台灣策略高股息30報酬指數","4,210.96","+","11.45","0.27","",
"特選臺灣IC設計產業代表報酬指數","3,608.99","-","24.74","-0.68","",
"特選臺灣綠能報酬指數","4,750.48","-","45.52","-0.95","",
"特選臺灣成長高股息報酬指數","4,343.46","-","7.81","-0.18","",
"特選臺灣智慧50報酬指數","3,935.15","-","30.80","-0.78","",
"特選臺灣標竿PCB報酬指數","3,937.02","-","65.42","-1.63","",
"臺灣晶圓製造報酬指數","4,559.95","-","10.28","-0.22","",
"臺灣精選高息報酬指數","4,194.78","-","1.68","-0.04","",
"臺灣多因子優選高股息30報酬指數","5,002.08","-","3.30","-0.07","",
"特選臺灣優利高填息30報酬指數","4,747.80","-","15.22","-0.32","",
"臺灣多因子優選成長30報酬指數","5,135.33","+","0.42","0.01","",
"報酬指數(臺灣指數公司)"
"報酬指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"漲升股利150報酬指數","10,281.75","-","12.23","-0.12","",
"藍籌30報酬指數","9,082.51","-","15.94","-0.18","",
"工業菁英30報酬指數","9,864.42","-","24.76","-0.25","",
