"111年05月19日 價格指數(臺灣證券交易所)"
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"寶島股價指數","18,256.95","-","292.40","-1.58","",
"發行量加權股價指數","16,020.32","-","276.54","-1.70","",
"臺灣公司治理100指數","9,283.28","-","185.87","-1.96","",
"臺灣50指數","12,350.88","-","269.21","-2.13","",
"臺灣50權重上限30%指數","11,767.93","-","223.89","-1.87","",
"臺灣中型100指數","13,638.89","-","167.56","-1.21","",
"臺灣資訊科技指數","21,124.18","-","431.32","-2.00","",
"臺灣發達指數","10,564.08","-","167.31","-1.56","",
"臺灣高股息指數","7,154.10","-","81.25","-1.12","",
"臺灣就業99指數","9,567.43","-","172.37","-1.77","",
"臺灣高薪100指數","8,945.15","-","156.51","-1.72","",
"未含金融指數","13,814.53","-","223.98","-1.60","",
"未含電子指數","18,657.48","-","330.70","-1.74","",
"未含金融電子指數","15,661.07","-","228.29","-1.44","",
"小型股300指數","8,596.87","-","69.01","-0.80","",
"水泥窯製類指數","642.01","-","9.64","-1.48","",
"塑膠化工類指數","900.22","-","10.71","-1.18","",
"機電類指數","4,165.11","-","70.97","-1.68","",
"水泥類指數","167.18","-","2.64","-1.55","",
"食品類指數","1,797.43","-","12.51","-0.69","",
"塑膠類指數","272.80","-","3.38","-1.22","",
"紡織纖維類指數","563.41","-","13.72","-2.38","",
"電機機械類指數","221.13","-","2.76","-1.23","",
"電器電纜類指數","94.54","-","3.90","-3.96","",
"化學生技醫療類指數","117.14","-","1.02","-0.86","",
"化學類指數","146.17","-","0.98","-0.67","",
"生技醫療類指數","62.86","-","0.72","-1.13","",
"玻璃陶瓷類指數","54.72","-","0.57","-1.03","",
"造紙類指數","324.30","-","6.46","-1.95","",
"鋼鐵類指數","156.79","-","3.01","-1.88","",
"橡膠類指數","249.93","-","4.07","-1.60","",
"汽車類指數","307.03","-","4.47","-1.43","",
"電子工業類指數","746.29","-","12.66","-1.67","",
"半導體類指數","364.46","-","8.14","-2.18","",
"電腦及週邊設備類指數","129.73","-","0.90","-0.69","",
"光電類指數","33.28","-","0.56","-1.65","",
"通信網路類指數","136.19","-","0.65","-0.48","",
"電子零組件類指數","167.44","-","2.30","-1.36","",
"電子通路類指數","197.33","-","1.27","-0.64","",
"資訊服務類指數","125.45","-","1.17","-0.92","",
"其他電子類指數","98.39","+","0.12","0.12","",
"建材營造類指數","364.13","-","4.28","-1.16","",
"航運類指數","252.77","-","4.00","-1.56","",
"觀光類指數","90.74","-","1.04","-1.13","",
"金融保險類指數","1,621.34","-","40.71","-2.45","",
"貿易百貨類指數","287.12","+","2.19","0.77","",
"油電燃氣類指數","120.90","-","1.35","-1.10","",
"其他類指數","355.66","-","8.01","-2.20","",
"臺指日報酬兩倍指數","32,961.43","-","1,157.94","-3.39","",
"臺指反向一倍指數","4,386.32","+","73.19","1.70","",
"電子類兩倍槓桿指數","31,854.17","-","1,099.39","-3.34","",
"電子類反向指數","4,002.43","+","65.67","1.67","",
"價格指數(跨市場)"
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"臺灣生技指數","3,938.28","-","44.31","-1.11","",
"臺灣中小型公司治理指數","7,003.64","-","56.88","-0.81","",
"臺灣IPO指數","6,531.56","+","16.30","0.25","",
"智慧中立指數","4,043.51","-","7.03","-0.17","",
"臺灣5G指數","8,280.82","-","108.99","-1.30","",
"臺灣企業社會責任中小型指數","8,306.25","-","85.64","-1.02","",
"特選臺灣電動車代表指數","5,562.89","-","90.16","-1.59","",
"臺灣5G+通訊指數","6,060.80","-","81.12","-1.32","",
"臺灣全市場指數","5,432.19","-","92.77","-1.68","",
"臺灣全市場半導體指數","5,515.06","-","61.19","-1.10","",
"臺灣電動車與自駕科技永續概念指數","4,451.81","-","51.34","-1.14","",
"臺灣智慧移動與電動車指數","4,284.53","-","46.99","-1.08","",
"特選小資高價30指數","4,727.26","-","74.99","-1.56","",
"特選臺灣綠能及電動車指數","4,496.23","-","55.62","-1.22","",
