"110年11月10日 價格指數(臺灣證券交易所)"
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"寶島股價指數","20,023.67","+","23.75","0.12","",
"發行量加權股價指數","17,559.65","+","18.29","0.10","",
"臺灣公司治理100指數","10,208.25","+","4.51","0.04","",
"臺灣50指數","13,812.00","-","10.16","-0.07","",
"臺灣50權重上限30%指數","12,946.89","-","20.98","-0.16","",
"臺灣中型100指數","14,306.28","+","59.99","0.42","",
"臺灣資訊科技指數","24,184.41","+","20.41","0.08","",
"臺灣發達指數","11,204.02","-","24.24","-0.22","",
"臺灣高股息指數","7,607.84","-","13.36","-0.18","",
"臺灣就業99指數","10,042.24","+","7.41","0.07","",
"臺灣高薪100指數","9,271.33","+","29.55","0.32","",
"未含金融指數","15,332.64","+","12.93","0.08","",
"未含電子指數","19,510.20","-","25.96","-0.13","",
"未含金融電子指數","16,729.18","-","49.33","-0.29","",
"小型股300指數","9,263.90","+","48.97","0.53","",
"水泥窯製類指數","733.52","+","2.44","0.33","",
"塑膠化工類指數","946.56","-","2.27","-0.24","",
"機電類指數","4,683.64","+","10.13","0.22","",
"水泥類指數","187.09","+","0.42","0.22","",
"食品類指數","1,863.44","-","3.68","-0.20","",
"塑膠類指數","288.62","-","0.69","-0.24","",
"紡織纖維類指數","658.17","+","9.55","1.47","",
"電機機械類指數","224.10","-","2.98","-1.31","",
"電器電纜類指數","81.96","+","0.09","0.11","",
"化學生技醫療類指數","117.53","-","0.16","-0.14","",
"化學類指數","142.82","+","0.29","0.20","",
"生技醫療類指數","65.38","-","0.37","-0.56","",
"玻璃陶瓷類指數","70.30","+","0.64","0.92","",
"造紙類指數","406.05","-","0.83","-0.20","",
"鋼鐵類指數","166.66","-","1.88","-1.12","",
"橡膠類指數","281.56","-","1.31","-0.46","",
"汽車類指數","332.50","-","1.67","-0.50","",
"電子工業類指數","842.47","+","2.09","0.25","",
"半導體類指數","426.31","+","0.54","0.13","",
"電腦及週邊設備類指數","139.97","+","0.68","0.49","",
"光電類指數","39.80","-","0.30","-0.75","",
"通信網路類指數","131.41","+","1.28","0.98","",
"電子零組件類指數","182.55","+","0.98","0.54","",
"電子通路類指數","176.70","+","0.85","0.48","",
"資訊服務類指數","127.75","+","0.35","0.27","",
"其他電子類指數","102.88","+","0.75","0.73","",
"建材營造類指數","371.23","+","4.32","1.18","",
"航運類指數","246.66","-","2.48","-1.00","",
"觀光類指數","101.55","+","0.56","0.55","",
"金融保險類指數","1,610.82","+","4.27","0.27","",
"貿易百貨類指數","392.36","-","1.41","-0.36","",
"油電燃氣類指數","132.62","+","1.19","0.91","",
"其他類指數","387.89","-","3.12","-0.80","",
"臺指日報酬兩倍指數","40,135.07","+","83.52","0.21","",
"臺指反向一倍指數","4,055.17","-","4.23","-0.10","",
"電子類兩倍槓桿指數","41,330.70","+","204.56","0.50","",
"電子類反向指數","3,609.24","-","9.00","-0.25","",
"價格指數(跨市場)"
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"臺灣生技指數","4,259.11","-","32.09","-0.75","",
"臺灣中小型公司治理指數","8,467.89","+","20.92","0.25","",
"臺灣IPO指數","7,557.25","+","35.13","0.47","",
"智慧中立指數","4,114.95","+","10.16","0.25","",
"臺灣企業社會責任中小型指數","8,556.10","+","27.11","0.32","",
"臺灣5G+通訊指數","6,914.03","+","7.97","0.12","",
"臺灣全市場指數","5,978.63","+","4.27","0.07","",
"臺灣全市場半導體指數","6,529.12","+","0.25","--","",
"臺灣電動車與自駕科技永續概念指數","5,085.77","-","15.34","-0.30","",
"特選小資高價30指數","5,627.90","-","14.85","-0.26","",
"特選臺灣綠能及電動車指數","4,972.41","-","9.77","-0.20","",
