"111年04月28日 價格指數(臺灣證券交易所)"
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"寶島股價指數","18,641.30","+","131.83","0.71","",
"發行量加權股價指數","16,419.38","+","116.03","0.71","",
"臺灣公司治理100指數","9,553.86","+","71.63","0.76","",
"臺灣50指數","12,713.15","+","117.12","0.93","",
"臺灣50權重上限30%指數","12,157.63","+","111.24","0.92","",
"臺灣中型100指數","13,829.06","+","101.36","0.74","",
"臺灣資訊科技指數","21,154.80","+","253.74","1.21","",
"臺灣發達指數","11,015.33","+","58.96","0.54","",
"臺灣高股息指數","7,388.48","+","46.42","0.63","",
"臺灣就業99指數","10,067.30","+","46.84","0.47","",
"臺灣高薪100指數","9,475.51","+","55.07","0.58","",
"未含金融指數","13,987.57","+","112.12","0.81","",
"未含電子指數","19,808.94","+","41.20","0.21","",
"未含金融電子指數","16,254.50","+","44.59","0.28","",
"小型股300指數","8,746.21","+","37.26","0.43","",
"水泥窯製類指數","703.15","+","7.56","1.09","",
"塑膠化工類指數","929.64","+","6.56","0.71","",
"機電類指數","4,173.78","+","44.67","1.08","",
"水泥類指數","184.43","+","1.97","1.08","",
"食品類指數","1,903.80","+","35.27","1.89","",
"塑膠類指數","282.07","+","1.70","0.61","",
"紡織纖維類指數","569.95","+","0.82","0.14","",
"電機機械類指數","219.13","+","0.16","0.07","",
"電器電纜類指數","112.45","+","6.48","6.11","",
"化學生技醫療類指數","121.19","+","1.13","0.94","",
"化學類指數","148.36","+","2.03","1.39","",
"生技醫療類指數","66.80","+","0.24","0.36","",
"玻璃陶瓷類指數","57.29","+","0.63","1.11","",
"造紙類指數","361.55","+","3.59","1.00","",
"鋼鐵類指數","170.96","+","0.83","0.49","",
"橡膠類指數","254.63","+","2.18","0.86","",
"汽車類指數","309.48","+","3.14","1.03","",
"電子工業類指數","747.00","+","7.85","1.06","",
"半導體類指數","363.19","+","4.98","1.39","",
"電腦及週邊設備類指數","134.42","+","0.68","0.51","",
"光電類指數","33.96","+","0.75","2.26","",
"通信網路類指數","140.67","+","0.15","0.11","",
"電子零組件類指數","167.95","-","1.13","-0.67","",
"電子通路類指數","198.99","+","2.72","1.39","",
"資訊服務類指數","127.59","+","0.36","0.28","",
"其他電子類指數","94.25","+","1.27","1.37","",
"建材營造類指數","369.96","+","2.98","0.81","",
"航運類指數","259.97","-","2.97","-1.13","",
"觀光類指數","92.48","-","0.23","-0.25","",
"金融保險類指數","1,811.99","+","1.16","0.06","",
"貿易百貨類指數","300.88","-","7.60","-2.46","",
"油電燃氣類指數","116.82","+","0.17","0.15","",
"其他類指數","377.01","+","0.46","0.12","",
"臺指日報酬兩倍指數","34,709.85","+","487.12","1.42","",
"臺指反向一倍指數","4,290.09","-","30.75","-0.71","",
