"111年07月26日 價格指數(臺灣證券交易所)"
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"寶島股價指數","16,859.85","-","155.15","-0.91","",
"發行量加權股價指數","14,806.78","-","129.55","-0.87","",
"臺灣公司治理100指數","8,555.99","-","74.79","-0.87","",
"臺灣50指數","11,441.12","-","97.54","-0.85","",
"臺灣50權重上限30%指數","10,829.43","-","90.48","-0.83","",
"臺灣中型100指數","12,516.55","-","125.20","-0.99","",
"臺灣資訊科技指數","19,408.53","-","207.47","-1.06","",
"臺灣發達指數","9,806.63","-","117.55","-1.18","",
"臺灣高股息指數","6,126.35","-","93.29","-1.50","",
"臺灣就業99指數","8,835.90","-","77.46","-0.87","",
"臺灣高薪100指數","8,143.13","-","61.49","-0.75","",
"未含金融指數","12,733.23","-","130.12","-1.01","",
"未含電子指數","17,395.16","-","86.86","-0.50","",
"未含金融電子指數","14,529.78","-","116.47","-0.80","",
"小型股300指數","8,074.56","-","82.61","-1.01","",
"水泥窯製類指數","634.88","-","2.37","-0.37","",
"塑膠化工類指數","809.86","-","1.86","-0.23","",
"機電類指數","3,834.92","-","43.10","-1.11","",
"水泥類指數","169.21","-","0.64","-0.38","",
"食品類指數","1,893.02","+","12.27","0.65","",
"塑膠類指數","234.17","-","0.42","-0.18","",
"紡織纖維類指數","546.13","-","6.82","-1.23","",
"電機機械類指數","222.97","-","2.81","-1.24","",
"電器電纜類指數","85.54","-","0.60","-0.70","",
"化學生技醫療類指數","114.82","-","0.67","-0.58","",
"化學類指數","134.12","-","1.39","-1.03","",
"生技醫療類指數","67.24","-","0.01","-0.01","",
"玻璃陶瓷類指數","46.40","-","0.16","-0.34","",
"造紙類指數","296.93","-","0.31","-0.10","",
"鋼鐵類指數","132.12","-","10.26","-7.21","",
"橡膠類指數","247.45","+","0.83","0.34","",
"汽車類指數","323.18","-","0.61","-0.19","",
"電子工業類指數","685.85","-","7.71","-1.11","",
"半導體類指數","328.48","-","4.07","-1.22","",
"電腦及週邊設備類指數","123.63","-","1.73","-1.38","",
"光電類指數","31.42","-","0.39","-1.23","",
"通信網路類指數","132.15","-","0.57","-0.43","",
"電子零組件類指數","153.45","-","2.52","-1.62","",
"電子通路類指數","168.82","-","0.56","-0.33","",
"資訊服務類指數","123.10","-","0.56","-0.45","",
"其他電子類指數","97.67","-","0.05","-0.05","",
"建材營造類指數","344.96","+","0.50","0.15","",
"航運類指數","200.16","-","1.99","-0.98","",
"觀光類指數","98.41","-","0.46","-0.47","",
"金融保險類指數","1,529.08","+","3.08","0.20","",
"貿易百貨類指數","310.30","-","0.16","-0.05","",
"油電燃氣類指數","109.93","-","0.53","-0.48","",
"其他類指數","348.57","+","1.39","0.40","",
"臺指日報酬兩倍指數","27,874.14","-","492.07","-1.73","",
"臺指反向一倍指數","4,698.73","+","40.40","0.87","",
"電子類兩倍槓桿指數","26,514.80","-","602.91","-2.22","",
"電子類反向指數","4,292.65","+","47.19","1.11","",
"價格指數(跨市場)"
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"臺灣生技指數","4,095.91","-","40.07","-0.97","",
"臺灣中小型公司治理指數","6,407.25","-","102.69","-1.58","",
"臺灣IPO指數","5,190.41","-","148.89","-2.79","",
"智慧中立指數","3,714.09","-","4.78","-0.13","",
"臺灣5G指數","7,203.60","-","104.41","-1.43","",
"臺灣企業社會責任中小型指數","7,613.46","-","84.74","-1.10","",
"特選臺灣電動車代表指數","5,346.19","-","57.91","-1.07","",
"臺灣5G+通訊指數","5,503.72","-","59.58","-1.07","",
"臺灣全市場指數","5,007.67","-","46.67","-0.92","",
"臺灣全市場半導體指數","4,594.98","-","87.23","-1.86","",
"臺灣電動車與自駕科技永續概念指數","3,982.70","-","60.94","-1.51","",
"臺灣智慧移動與電動車指數","3,689.39","-","59.71","-1.59","",
"特選小資高價30指數","4,218.54","-","60.04","-1.40","",
"特選臺灣綠能及電動車指數","4,157.00","-","48.63","-1.16","",
"特選臺灣智能車供應鏈聯盟指數","4,047.21","-","41.10","-1.01","",
"臺灣全市場半導體精選30指數","3,624.30","-","67.34","-1.82","",
"特選臺灣高股息30指數","3,778.84","-","86.90","-2.25","",
"臺灣友善環境指數","4,452.27","-","50.79","-1.13","",
"台灣永續價值指數","4,144.31","-","36.36","-0.87","",
"特選臺灣IC設計指數","2,754.62","-","63.94","-2.27","",
"特選臺灣環境永續高股息指數","3,978.13","-","116.48","-2.84","",
"臺灣友善環境50指數","3,911.94","-","41.36","-1.05","",
"特選台灣策略高股息30指數","3,772.48","-","82.68","-2.14","",
"特選臺灣IC設計產業代表指數","3,117.20","-","68.63","-2.15","",
"特選臺灣綠能指數","4,492.51","-","93.09","-2.03","",
"特選臺灣成長高股息指數","3,720.88","-","75.92","-2.00","",
"特選臺灣智慧50指數","3,792.76","-","43.55","-1.14","",
"特選臺灣標竿PCB指數","3,725.12","-","99.15","-2.59","",
"臺灣晶圓製造指數","4,127.15","-","88.29","-2.09","",
"臺灣精選高息指數","3,851.65","-","86.91","-2.21","",
"臺灣多因子優選高股息30指數","4,632.95","-","61.83","-1.32","",
"特選臺灣優利高填息30指數","4,437.20","-","48.42","-1.08","",
"價格指數(臺灣指數公司)"
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"金融類日報酬兩倍指數","26,066.96","+","104.80","0.40","",
"金融類日報酬反向一倍指數","5,038.02","-","10.19","-0.20","",
"漲升股利150指數","7,668.20","-","82.86","-1.07","",
"藍籌30指數","7,174.69","-","43.42","-0.60","",
"工業菁英30指數","7,552.67","-","75.92","-1.00","",
"電子菁英30指數","7,182.92","-","83.36","-1.15","",
"低波動股利精選30指數","6,817.88","-","11.02","-0.16","",
"中小型A級動能50指數","12,771.31","-","202.41","-1.56","",
"特選高息低波指數","6,621.02","-","36.25","-0.54","",
"臺灣永續指數","7,538.01","-","61.51","-0.81","",
"特選內需高收益指數","5,897.88","-","6.75","-0.11","",
"價值投資指數","5,746.90","-","107.70","-1.84","",
"存股雙十等權重指數","6,733.69","-","69.89","-1.03","",
"特選大蘋果指數","6,412.82","-","44.95","-0.70","",
"中小型300指數","8,141.36","-","81.85","-1.00","",
"特股高息20指數","5,887.61","+","8.46","0.14","",
"臺灣500指數","7,645.07","-","68.10","-0.88","",
"臺灣勞工權益指數","7,038.64","-","10.08","-0.14","",
"微波高息精選20指數","6,276.80","-","3.53","-0.06","",
"特選世代行動通訊指數","6,142.06","-","37.90","-0.61","",
"智慧投資多因子30指數","5,072.54","-","30.18","-0.59","",
"臺股期貨指數","7,655.82","-","46.34","-0.60","",
"特選價值成長指數","6,197.58","-","95.59","-1.52","",
"臺灣上櫃永續指數","5,153.10","-","102.95","-1.96","",
"特選台股領航指數","6,664.14","-","30.53","-0.46","",
"特選Smart多因子指數","5,536.95","-","49.59","-0.89","",
"特選ESG高股息指數","3,826.35","-","38.34","-0.99","",
"特選上櫃ESG成長指數","3,649.76","-","80.36","-2.15","",
"特選上櫃ESG電子菁英指數","3,838.21","-","81.13","-2.07","",
"新臺灣高股息指數","4,267.86","-","54.79","-1.27","",
"臺灣優息存股指數","4,675.26","-","9.48","-0.20","",
"報酬指數(臺灣證券交易所)"
"報酬指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"寶島股價報酬指數","23,293.63","-","185.95","-0.79","",
"發行量加權股價報酬指數","30,390.40","-","225.58","-0.74","",
"臺灣公司治理100報酬指數","11,615.30","-","82.30","-0.70","",
