"111年07月27日 價格指數(臺灣證券交易所)"
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"寶島股價指數","16,992.34","+","132.49","0.79","",
"發行量加權股價指數","14,921.59","+","114.81","0.78","",
"臺灣公司治理100指數","8,630.02","+","74.03","0.87","",
"臺灣50指數","11,543.95","+","102.83","0.90","",
"臺灣50權重上限30%指數","10,909.99","+","80.56","0.74","",
"臺灣中型100指數","12,588.40","+","71.85","0.57","",
"臺灣資訊科技指數","19,639.47","+","230.94","1.19","",
"臺灣發達指數","9,851.72","+","45.09","0.46","",
"臺灣高股息指數","6,170.83","+","44.48","0.73","",
"臺灣就業99指數","8,873.45","+","37.55","0.42","",
"臺灣高薪100指數","8,165.90","+","22.77","0.28","",
"未含金融指數","12,852.30","+","119.07","0.94","",
"未含電子指數","17,411.32","+","16.16","0.09","",
"未含金融電子指數","14,573.85","+","44.07","0.30","",
"小型股300指數","8,120.11","+","45.55","0.56","",
"水泥窯製類指數","633.94","-","0.94","-0.15","",
"塑膠化工類指數","809.69","-","0.17","-0.02","",
"機電類指數","3,880.78","+","45.86","1.20","",
"水泥類指數","169.00","-","0.21","-0.12","",
"食品類指數","1,896.24","+","3.22","0.17","",
"塑膠類指數","234.34","+","0.17","0.07","",
"紡織纖維類指數","543.64","-","2.49","-0.46","",
"電機機械類指數","223.79","+","0.82","0.37","",
"電器電纜類指數","85.26","-","0.28","-0.33","",
"化學生技醫療類指數","114.46","-","0.36","-0.31","",
"化學類指數","134.88","+","0.76","0.57","",
"生技醫療類指數","66.30","-","0.94","-1.40","",
"玻璃陶瓷類指數","46.25","-","0.15","-0.32","",
"造紙類指數","296.95","+","0.02","0.01","",
"鋼鐵類指數","131.66","-","0.46","-0.35","",
"橡膠類指數","247.72","+","0.27","0.11","",
"汽車類指數","324.17","+","0.99","0.31","",
"電子工業類指數","694.27","+","8.42","1.23","",
"半導體類指數","332.63","+","4.15","1.26","",
"電腦及週邊設備類指數","125.02","+","1.39","1.12","",
"光電類指數","31.40","-","0.02","-0.06","",
"通信網路類指數","134.12","+","1.97","1.49","",
"電子零組件類指數","156.74","+","3.29","2.14","",
"電子通路類指數","169.86","+","1.04","0.62","",
"資訊服務類指數","123.02","-","0.08","-0.06","",
"其他電子類指數","98.16","+","0.49","0.50","",
"建材營造類指數","345.67","+","0.71","0.21","",
"航運類指數","204.50","+","4.34","2.17","",
"觀光類指數","98.18","-","0.23","-0.23","",
"金融保險類指數","1,523.05","-","6.03","-0.39","",
"貿易百貨類指數","308.78","-","1.52","-0.49","",
"油電燃氣類指數","110.55","+","0.62","0.56","",
"其他類指數","348.55","-","0.02","-0.01","",
"臺指日報酬兩倍指數","28,306.41","+","432.27","1.55","",
"臺指反向一倍指數","4,662.30","-","36.43","-0.78","",
"電子類兩倍槓桿指數","27,165.83","+","651.03","2.46","",
"電子類反向指數","4,239.95","-","52.70","-1.23","",
"價格指數(跨市場)"
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"臺灣生技指數","4,081.91","-","14.00","-0.34","",
"臺灣中小型公司治理指數","6,472.87","+","65.62","1.02","",
"臺灣IPO指數","5,263.67","+","73.26","1.41","",
"智慧中立指數","3,740.17","+","26.08","0.70","",
"臺灣5G指數","7,285.03","+","81.43","1.13","",
"臺灣企業社會責任中小型指數","7,652.22","+","38.76","0.51","",
"特選臺灣電動車代表指數","5,376.54","+","30.35","0.57","",
"臺灣5G+通訊指數","5,561.32","+","57.60","1.05","",
"臺灣全市場指數","5,048.66","+","40.99","0.82","",
"臺灣全市場半導體指數","4,644.76","+","49.78","1.08","",
"臺灣電動車與自駕科技永續概念指數","4,024.76","+","42.06","1.06","",
"臺灣智慧移動與電動車指數","3,731.53","+","42.14","1.14","",
"特選小資高價30指數","4,257.60","+","39.06","0.93","",
"特選臺灣綠能及電動車指數","4,188.71","+","31.71","0.76","",
"特選臺灣智能車供應鏈聯盟指數","4,088.92","+","41.71","1.03","",
"臺灣全市場半導體精選30指數","3,661.98","+","37.68","1.04","",
"特選臺灣高股息30指數","3,786.12","+","7.28","0.19","",
"臺灣友善環境指數","4,478.58","+","26.31","0.59","",
"台灣永續價值指數","4,162.64","+","18.33","0.44","",
"特選臺灣IC設計指數","2,789.15","+","34.53","1.25","",
"特選臺灣環境永續高股息指數","3,988.11","+","9.98","0.25","",
"臺灣友善環境50指數","3,942.51","+","30.57","0.78","",
"特選台灣策略高股息30指數","3,771.07","-","1.41","-0.04","",
