"111年08月31日 價格指數(臺灣證券交易所)"
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"寶島股價指數","17,315.31","+","161.12","0.94","",
"發行量加權股價指數","15,095.44","+","141.81","0.95","",
"臺灣公司治理100指數","8,663.02","+","88.23","1.03","",
"臺灣50指數","11,569.36","+","132.33","1.16","",
"臺灣50權重上限30%指數","10,921.56","+","103.74","0.96","",
"臺灣中型100指數","12,998.00","+","74.11","0.57","",
"臺灣資訊科技指數","19,720.86","+","269.59","1.39","",
"臺灣發達指數","9,866.34","+","29.73","0.30","",
"臺灣高股息指數","6,133.38","+","41.83","0.69","",
"臺灣就業99指數","9,070.38","+","71.97","0.80","",
"臺灣高薪100指數","8,242.18","+","67.18","0.82","",
"未含金融指數","12,962.89","+","124.45","0.97","",
"未含電子指數","17,679.44","+","101.95","0.58","",
"未含金融電子指數","14,680.46","+","70.98","0.49","",
"小型股300指數","8,476.97","+","81.33","0.97","",
"水泥窯製類指數","641.79","+","5.03","0.79","",
"塑膠化工類指數","837.18","+","4.55","0.55","",
"機電類指數","3,920.94","+","45.42","1.17","",
"水泥類指數","171.23","+","1.40","0.82","",
"食品類指數","1,846.96","+","6.88","0.37","",
"塑膠類指數","237.63","+","0.22","0.09","",
"紡織纖維類指數","576.46","+","3.96","0.69","",
"電機機械類指數","228.68","+","1.01","0.44","",
"電器電纜類指數","96.16","+","0.85","0.89","",
"化學生技醫療類指數","124.73","+","1.60","1.30","",
"化學類指數","142.48","+","0.98","0.69","",
"生技醫療類指數","74.51","+","1.39","1.90","",
"玻璃陶瓷類指數","46.54","+","0.24","0.52","",
"造紙類指數","308.79","+","5.53","1.82","",
"鋼鐵類指數","138.27","-","0.04","-0.03","",
"橡膠類指數","249.12","+","2.95","1.20","",
"汽車類指數","333.77","+","5.87","1.79","",
"電子工業類指數","700.66","+","8.26","1.19","",
"半導體類指數","333.98","+","5.57","1.70","",
"電腦及週邊設備類指數","123.07","+","0.67","0.55","",
"光電類指數","34.02","+","0.30","0.89","",
"通信網路類指數","135.69","-","0.56","-0.41","",
"電子零組件類指數","157.35","+","0.73","0.47","",
"電子通路類指數","173.76","+","0.37","0.21","",
"資訊服務類指數","129.53","+","0.90","0.70","",
"其他電子類指數","102.06","+","0.59","0.58","",
"建材營造類指數","361.44","+","2.51","0.70","",
"航運類指數","189.40","+","1.29","0.69","",
"觀光類指數","99.66","+","0.42","0.42","",
"金融保險類指數","1,575.35","+","12.44","0.80","",
"貿易百貨類指數","286.44","-","0.87","-0.30","",
"油電燃氣類指數","110.26","+","0.71","0.65","",
"其他類指數","352.93","-","0.77","-0.22","",
"臺指日報酬兩倍指數","28,903.74","+","538.00","1.90","",
"臺指反向一倍指數","4,598.11","-","44.02","-0.95","",
"電子類兩倍槓桿指數","27,580.53","+","642.71","2.39","",
"電子類反向指數","4,187.96","-","50.56","-1.19","",
"價格指數(跨市場)"
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"臺灣生技指數","4,736.94","+","91.06","1.96","",
"臺灣中小型公司治理指數","6,718.76","+","33.86","0.51","",
"臺灣IPO指數","5,501.02","+","132.84","2.47","",
"智慧中立指數","3,633.35","+","2.87","0.08","",
"臺灣5G指數","7,293.00","+","72.12","1.00","",
"臺灣企業社會責任中小型指數","7,873.22","+","50.05","0.64","",
"特選臺灣電動車代表指數","5,702.09","+","54.77","0.97","",
"臺灣5G+通訊指數","5,585.03","+","57.66","1.04","",
"臺灣全市場指數","5,139.19","+","50.77","1.00","",
"臺灣全市場半導體指數","4,696.45","+","70.00","1.51","",
"臺灣電動車與自駕科技永續概念指數","4,072.04","+","47.56","1.18","",
"臺灣智慧移動與電動車指數","3,716.74","+","37.55","1.02","",
"特選小資高價30指數","4,298.90","+","26.62","0.62","",
"特選臺灣綠能及電動車指數","4,342.08","+","30.86","0.72","",
"特選臺灣智能車供應鏈聯盟指數","4,155.10","+","42.35","1.03","",
"臺灣全市場半導體精選30指數","3,685.29","+","51.06","1.40","",
"特選臺灣高股息30指數","3,783.55","+","21.50","0.57","",
"臺灣友善環境指數","4,512.81","+","40.34","0.90","",
"台灣永續價值指數","4,237.23","+","38.61","0.92","",
"特選臺灣IC設計指數","2,734.75","+","28.30","1.05","",
"特選臺灣環境永續高股息指數","3,950.79","+","17.68","0.45","",
"臺灣友善環境50指數","3,929.20","+","35.22","0.90","",
"特選台灣策略高股息30指數","3,723.17","+","19.02","0.51","",
"特選臺灣IC設計產業代表指數","3,202.57","+","29.86","0.94","",
"特選臺灣綠能指數","4,762.69","+","12.02","0.25","",
"特選臺灣成長高股息指數","3,692.16","+","19.90","0.54","",
"特選臺灣智慧50指數","3,797.19","+","39.01","1.04","",
"特選臺灣標竿PCB指數","3,787.00","+","11.54","0.31","",
"臺灣晶圓製造指數","4,258.79","+","66.63","1.59","",
"臺灣精選高息指數","3,729.83","+","25.54","0.69","",
"臺灣多因子優選高股息30指數","4,669.83","+","8.83","0.19","",
