"111年03月29日 價格指數(臺灣證券交易所)"
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"寶島股價指數","20,007.30","+","42.37","0.21","",
"發行量加權股價指數","17,548.66","+","28.65","0.16","",
"臺灣公司治理100指數","10,201.41","+","19.62","0.19","",
"臺灣50指數","13,683.34","+","22.02","0.16","",
"臺灣50權重上限30%指數","12,962.12","-","7.72","-0.06","",
"臺灣中型100指數","14,650.05","+","25.55","0.17","",
"臺灣資訊科技指數","23,371.17","+","43.68","0.19","",
"臺灣發達指數","11,227.90","+","11.28","0.10","",
"臺灣高股息指數","7,869.95","-","36.37","-0.46","",
"臺灣就業99指數","10,574.63","-","11.13","-0.11","",
"臺灣高薪100指數","9,859.15","-","7.98","-0.08","",
"未含金融指數","15,059.83","+","30.30","0.20","",
"未含電子指數","20,312.96","+","39.93","0.20","",
"未含金融電子指數","16,744.26","+","56.10","0.34","",
"小型股300指數","9,330.91","+","8.29","0.09","",
"水泥窯製類指數","749.87","+","4.94","0.66","",
"塑膠化工類指數","964.55","+","2.61","0.27","",
"機電類指數","4,571.19","+","6.47","0.14","",
"水泥類指數","193.94","+","0.47","0.24","",
"食品類指數","1,874.76","+","2.02","0.11","",
"塑膠類指數","291.22","+","0.19","0.07","",
"紡織纖維類指數","587.70","+","1.42","0.24","",
"電機機械類指數","233.23","+","0.15","0.06","",
"電器電纜類指數","87.07","+","0.31","0.36","",
"化學生技醫療類指數","125.21","+","1.39","1.12","",
"化學類指數","157.13","+","1.71","1.10","",
"生技醫療類指數","66.67","+","0.77","1.17","",
"玻璃陶瓷類指數","66.55","+","2.04","3.16","",
"造紙類指數","386.60","-","1.06","-0.27","",
"鋼鐵類指數","187.38","-","3.23","-1.69","",
"橡膠類指數","276.27","-","0.92","-0.33","",
"汽車類指數","318.05","+","2.10","0.66","",
"電子工業類指數","820.73","+","1.17","0.14","",
"半導體類指數","406.43","+","1.21","0.30","",
"電腦及週邊設備類指數","141.72","-","0.34","-0.24","",
"光電類指數","38.56","-","0.13","-0.34","",
"通信網路類指數","136.70","-","0.40","-0.29","",
"電子零組件類指數","189.04","+","0.42","0.22","",
"電子通路類指數","206.86","-","0.81","-0.39","",
"資訊服務類指數","130.24","+","0.18","0.14","",
"其他電子類指數","99.07","-","0.24","-0.24","",
"建材營造類指數","375.85","+","0.34","0.09","",
"航運類指數","261.79","+","1.77","0.68","",
"觀光類指數","95.95","+","1.07","1.13","",
"金融保險類指數","1,839.58","-","2.03","-0.11","",
"貿易百貨類指數","313.89","+","6.11","1.99","",
"油電燃氣類指數","123.56","-","0.41","-0.33","",
"其他類指數","384.75","+","4.79","1.26","",
"臺指日報酬兩倍指數","39,752.65","+","129.59","0.33","",
"臺指反向一倍指數","4,024.33","-","6.59","-0.16","",
"電子類兩倍槓桿指數","38,774.55","+","110.39","0.29","",
"電子類反向指數","3,662.48","-","5.24","-0.14","",
"價格指數(跨市場)"
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"臺灣生技指數","4,370.31","+","65.67","1.53","",
"臺灣中小型公司治理指數","7,704.03","+","52.35","0.68","",
"臺灣IPO指數","7,018.97","+","47.94","0.69","",
"智慧中立指數","4,010.10","-","8.14","-0.20","",
"臺灣5G指數","9,076.01","-","69.15","-0.76","",
"臺灣企業社會責任中小型指數","8,859.52","+","0.88","0.01","",
"特選臺灣電動車代表指數","6,131.75","-","26.97","-0.44","",
"臺灣5G+通訊指數","6,576.90","-","25.59","-0.39","",
"臺灣全市場指數","5,974.46","+","11.01","0.18","",
"臺灣全市場半導體指數","6,117.44","-","16.20","-0.26","",
"臺灣電動車與自駕科技永續概念指數","4,915.42","-","23.97","-0.49","",
"臺灣智慧移動與電動車指數","4,750.62","-","6.90","-0.15","",
"特選小資高價30指數","5,351.47","+","18.00","0.34","",
"特選臺灣綠能及電動車指數","4,901.32","-","1.58","-0.03","",
"特選臺灣智能車供應鏈聯盟指數","4,830.16","-","16.02","-0.33","",
"臺灣全市場半導體精選30指數","4,855.06","-","7.37","-0.15","",
