"111年03月21日 價格指數(臺灣證券交易所)"
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"寶島股價指數","19,992.36","+","111.36","0.56","",
"發行量加權股價指數","17,560.36","+","103.84","0.59","",
"臺灣公司治理100指數","10,211.81","+","61.30","0.60","",
"臺灣50指數","13,689.80","+","88.44","0.65","",
"臺灣50權重上限30%指數","12,991.36","+","75.35","0.58","",
"臺灣中型100指數","14,638.99","+","46.65","0.32","",
"臺灣資訊科技指數","23,367.36","+","141.40","0.61","",
"臺灣發達指數","11,403.44","+","104.59","0.93","",
"臺灣高股息指數","7,980.79","+","36.20","0.46","",
"臺灣就業99指數","10,568.88","+","31.60","0.30","",
"臺灣高薪100指數","9,839.84","+","14.77","0.15","",
"未含金融指數","15,105.11","+","99.50","0.66","",
"未含電子指數","20,329.49","+","131.00","0.65","",
"未含金融電子指數","16,886.35","+","149.53","0.89","",
"小型股300指數","9,305.02","+","64.32","0.70","",
"水泥窯製類指數","747.47","+","7.49","1.01","",
"塑膠化工類指數","966.66","+","8.39","0.88","",
"機電類指數","4,573.18","+","24.41","0.54","",
"水泥類指數","193.66","+","2.22","1.16","",
"食品類指數","1,873.00","+","12.01","0.65","",
"塑膠類指數","293.89","+","2.94","1.01","",
"紡織纖維類指數","593.90","+","6.89","1.17","",
"電機機械類指數","232.36","-","1.36","-0.58","",
"電器電纜類指數","86.45","+","0.58","0.68","",
"化學生技醫療類指數","121.26","+","0.72","0.60","",
"化學類指數","150.57","+","0.68","0.45","",
"生技醫療類指數","65.54","+","0.53","0.82","",
"玻璃陶瓷類指數","65.66","+","0.11","0.17","",
"造紙類指數","387.47","+","5.54","1.45","",
"鋼鐵類指數","190.71","+","4.25","2.28","",
"橡膠類指數","286.07","+","1.70","0.60","",
"汽車類指數","316.14","+","4.48","1.44","",
"電子工業類指數","821.20","+","4.58","0.56","",
"半導體類指數","407.95","+","3.38","0.84","",
"電腦及週邊設備類指數","142.11","-","0.49","-0.34","",
"光電類指數","39.50","+","0.01","0.03","",
"通信網路類指數","136.28","+","0.39","0.29","",
"電子零組件類指數","183.68","+","2.34","1.29","",
"電子通路類指數","209.69","-","1.37","-0.65","",
"資訊服務類指數","131.01","+","0.71","0.54","",
"其他電子類指數","98.62","-","1.20","-1.20","",
"建材營造類指數","371.82","+","1.21","0.33","",
"航運類指數","275.33","+","2.02","0.74","",
"觀光類指數","96.34","-","0.47","-0.49","",
"金融保險類指數","1,809.80","+","1.75","0.10","",
"貿易百貨類指數","303.53","+","1.80","0.60","",
"油電燃氣類指數","124.53","-","0.11","-0.09","",
"其他類指數","385.54","+","5.62","1.48","",
"臺指日報酬兩倍指數","39,812.90","+","468.08","1.19","",
"臺指反向一倍指數","4,022.38","-","24.07","-0.59","",
"電子類兩倍槓桿指數","38,831.06","+","430.73","1.12","",
"電子類反向指數","3,661.52","-","20.65","-0.56","",
"價格指數(跨市場)"
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"臺灣生技指數","4,330.70","+","25.78","0.60","",
"臺灣中小型公司治理指數","7,746.07","-","3.16","-0.04","",
"臺灣IPO指數","7,004.79","+","35.47","0.51","",
"智慧中立指數","4,076.63","+","11.81","0.29","",
"臺灣5G指數","9,153.19","+","76.04","0.84","",
"臺灣企業社會責任中小型指數","8,820.45","+","15.84","0.18","",
"特選臺灣電動車代表指數","6,204.01","+","40.60","0.66","",
"臺灣5G+通訊指數","6,631.42","+","34.62","0.52","",
"臺灣全市場指數","5,971.32","+","34.79","0.59","",
"臺灣全市場半導體指數","6,187.18","+","42.58","0.69","",
"臺灣電動車與自駕科技永續概念指數","4,943.66","+","32.40","0.66","",
"臺灣智慧移動與電動車指數","4,771.68","+","34.11","0.72","",
"特選小資高價30指數","5,326.51","+","23.24","0.44","",
"特選臺灣綠能及電動車指數","4,938.56","+","33.02","0.67","",
"特選臺灣智能車供應鏈聯盟指數","4,852.53","+","24.31","0.50","",
"臺灣全市場半導體精選30指數","4,906.25","+","33.56","0.69","",
"特選臺灣高股息30指數","5,319.47","-","13.77","-0.26","",
"臺灣友善環境指數","5,457.94","+","35.11","0.65","",
"台灣永續價值指數","4,967.71","+","28.46","0.58","",
"特選臺灣IC設計指數","4,258.27","+","14.94","0.35","",
"特選臺灣環境永續高股息指數","5,095.60","-","6.84","-0.13","",
"臺灣友善環境50指數","4,727.91","+","32.21","0.69","",
"特選台灣策略高股息30指數","4,993.42","+","23.78","0.48","",
"特選臺灣IC設計產業代表指數","4,779.69","-","1.94","-0.04","",
"特選臺灣綠能指數","5,110.93","+","66.45","1.32","",
"價格指數(臺灣指數公司)"
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"金融類日報酬兩倍指數","37,126.67","+","71.73","0.19","",
"金融類日報酬反向一倍指數","4,326.89","-","4.19","-0.10","",
"漲升股利150指數","9,094.66","+","59.74","0.66","",
"藍籌30指數","8,648.64","+","61.53","0.72","",
"工業菁英30指數","9,477.07","+","76.15","0.81","",
"電子菁英30指數","8,603.71","+","41.46","0.48","",
"低波動股利精選30指數","7,636.14","+","24.06","0.32","",
"中小型A級動能50指數","15,671.51","+","40.75","0.26","",
"特選高息低波指數","7,776.52","+","31.54","0.41","",
"臺灣永續指數","8,970.06","+","45.32","0.51","",
"特選內需高收益指數","6,434.42","+","46.23","0.72","",
"價值投資指數","8,152.45","+","95.06","1.18","",
"存股雙十等權重指數","8,702.17","-","13.26","-0.15","",
"特選大蘋果指數","7,252.77","-","8.70","-0.12","",
"中小型300指數","9,470.85","+","43.30","0.46","",
"特股高息20指數","6,294.85","+","6.06","0.10","",
"臺灣500指數","9,085.71","+","51.51","0.57","",
"臺灣勞工權益指數","8,254.44","+","30.25","0.37","",
"微波高息精選20指數","6,945.76","+","12.94","0.19","",
"特選世代行動通訊指數","6,061.16","+","49.44","0.82","",
"智慧投資多因子30指數","6,098.78","+","41.27","0.68","",
"臺股期貨指數","8,723.31","+","48.88","0.56","",
"特選價值成長指數","8,795.34","+","25.09","0.29","",
"臺灣上櫃永續指數","6,487.46","-","8.70","-0.13","",
"特選台股領航指數","8,111.48","+","52.28","0.65","",
"特選Smart多因子指數","6,862.57","+","43.85","0.64","",
"特選ESG高股息指數","4,921.04","+","27.39","0.56","",
"特選上櫃ESG成長指數","4,771.12","-","8.09","-0.17","",
"特選上櫃ESG電子菁英指數","5,122.69","-","6.25","-0.12","",
"新臺灣高股息指數","5,360.13","+","20.46","0.38","",
"臺灣ESG優息存股指數","5,273.77","+","13.89","0.26","",
"報酬指數(臺灣證券交易所)"
"報酬指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"寶島股價報酬指數","26,758.11","+","149.04","0.56","",
"發行量加權股價報酬指數","34,893.92","+","206.34","0.59","",
"臺灣公司治理100報酬指數","13,394.17","+","80.41","0.60","",
"臺灣50報酬指數","27,524.01","+","177.81","0.65","",
"臺灣50權重上限30%報酬指數","26,189.58","+","151.92","0.58","",
"臺灣中型100報酬指數","27,256.04","+","86.86","0.32","",
"臺灣資訊科技股報酬指數","44,396.91","+","268.65","0.61","",
"臺灣發達報酬指數","20,664.76","+","189.53","0.93","",
"臺灣高股息報酬指數","20,019.58","+","90.81","0.46","",
"臺灣就業99報酬指數","15,663.47","+","46.83","0.30","",
"臺灣高薪100報酬指數","13,317.56","+","19.98","0.15","",
"未含金融電子報酬指數","33,847.50","+","299.72","0.89","",
"小型股300報酬指數","11,728.40","+","81.07","0.70","",
"水泥類報酬指數","368.20","+","4.22","1.16","",
"食品類報酬指數","2,820.01","+","18.09","0.65","",
