"111年11月14日 價格指數(臺灣證券交易所)"
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"寶島股價指數","16,203.54","+","185.36","1.16","",
"發行量加權股價指數","14,174.90","+","167.34","1.19","",
"臺灣公司治理100指數","8,109.66","+","87.77","1.09","",
"臺灣50指數","10,780.74","+","111.28","1.04","",
"臺灣50權重上限30%指數","10,350.82","+","114.41","1.12","",
"臺灣中型100指數","12,633.22","+","187.29","1.50","",
"臺灣資訊科技指數","18,299.86","+","164.64","0.91","",
"臺灣發達指數","9,518.08","+","183.53","1.97","",
"臺灣高股息指數","5,952.71","+","104.18","1.78","",
"臺灣就業99指數","8,852.83","+","90.82","1.04","",
"臺灣高薪100指數","7,900.83","+","70.63","0.90","",
"未含金融指數","12,150.06","+","156.46","1.30","",
"未含電子指數","16,854.99","+","279.80","1.69","",
"未含金融電子指數","14,006.71","+","308.92","2.26","",
"小型股300指數","7,884.26","+","110.47","1.42","",
"水泥窯製類指數","605.35","+","24.73","4.26","",
"塑膠化工類指數","809.89","+","13.53","1.70","",
"機電類指數","3,650.95","+","33.47","0.93","",
"水泥類指數","154.04","+","7.18","4.89","",
"食品類指數","1,800.86","+","17.23","0.97","",
"塑膠類指數","244.26","+","4.45","1.86","",
"紡織纖維類指數","578.73","+","11.55","2.04","",
"電機機械類指數","217.90","+","4.27","2.00","",
"電器電纜類指數","101.37","+","4.67","4.83","",
"化學生技醫療類指數","106.12","+","1.13","1.08","",
"化學類指數","124.92","+","1.25","1.01","",
"生技醫療類指數","61.49","+","0.69","1.13","",
"玻璃陶瓷類指數","59.08","+","0.58","0.99","",
"造紙類指數","308.72","+","6.14","2.03","",
"鋼鐵類指數","134.74","+","4.50","3.46","",
"橡膠類指數","231.77","+","5.19","2.29","",
"汽車類指數","321.40","+","6.93","2.20","",
"電子工業類指數","651.33","+","5.58","0.86","",
"半導體類指數","303.60","+","2.59","0.86","",
"電腦及週邊設備類指數","121.13","+","1.65","1.38","",
"光電類指數","33.25","+","0.44","1.34","",
"通信網路類指數","123.70","-","0.09","-0.07","",
"電子零組件類指數","158.44","+","0.89","0.56","",
"電子通路類指數","166.19","+","1.97","1.20","",
"資訊服務類指數","118.22","+","0.18","0.15","",
"其他電子類指數","95.48","+","1.21","1.28","",
"建材營造類指數","342.44","+","3.69","1.09","",
"航運類指數","157.65","+","3.21","2.08","",
"觀光類指數","100.69","+","1.35","1.36","",
"金融保險類指數","1,499.24","+","6.26","0.42","",
"貿易百貨類指數","269.22","+","6.03","2.29","",
"油電燃氣類指數","111.13","+","1.44","1.31","",
"其他類指數","341.98","+","11.63","3.52","",
"臺指日報酬兩倍指數","25,199.76","+","588.04","2.39","",
"臺指反向一倍指數","4,842.31","-","58.55","-1.19","",
"電子類兩倍槓桿指數","23,413.22","+","397.76","1.73","",
"電子類反向指數","4,426.41","-","38.58","-0.86","",
"價格指數(跨市場)"
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"臺灣生技指數","3,981.78","+","15.63","0.39","",
"臺灣中小型公司治理指數","6,565.26","+","57.97","0.89","",
"臺灣IPO指數","4,489.23","+","34.88","0.78","",
"智慧中立指數","3,484.59","+","18.07","0.52","",
"臺灣5G指數","7,152.75","+","47.52","0.67","",
"臺灣企業社會責任中小型指數","7,740.81","+","96.81","1.27","",
"特選臺灣電動車代表指數","5,681.83","+","57.86","1.03","",
"臺灣5G+通訊指數","5,356.22","+","45.88","0.86","",
"臺灣全市場指數","4,796.83","+","54.20","1.14","",
"臺灣全市場半導體指數","4,474.73","+","43.00","0.97","",
"臺灣電動車與自駕科技永續概念指數","3,968.81","+","41.91","1.07","",
"臺灣智慧移動與電動車指數","3,738.45","+","54.66","1.48","",
"特選小資高價30指數","4,239.18","+","54.19","1.29","",
"特選臺灣綠能及電動車指數","4,219.06","+","64.83","1.56","",
"特選臺灣智能車供應鏈聯盟指數","4,010.40","+","35.46","0.89","",
"臺灣全市場半導體精選30指數","3,558.16","+","36.10","1.02","",
"特選臺灣高股息30指數","3,703.49","+","55.49","1.52","",
"臺灣友善環境指數","4,303.78","+","47.79","1.12","",
"台灣永續價值指數","4,025.97","+","49.00","1.23","",
"特選臺灣IC設計指數","2,683.05","+","37.45","1.42","",
"特選臺灣環境永續高股息指數","3,875.78","+","57.57","1.51","",
"臺灣友善環境50指數","3,760.38","+","42.73","1.15","",
"特選台灣策略高股息30指數","3,599.56","+","44.94","1.26","",
"特選臺灣IC設計產業代表指數","3,194.69","+","37.51","1.19","",
"特選臺灣綠能指數","4,583.49","+","142.24","3.20","",
"特選臺灣成長高股息指數","3,704.76","+","21.29","0.58","",
"特選臺灣智慧50指數","3,603.01","+","45.27","1.27","",
"特選臺灣標竿PCB指數","3,767.69","+","26.99","0.72","",
"臺灣晶圓製造指數","4,148.19","+","36.92","0.90","",
"臺灣精選高息指數","3,660.43","+","25.53","0.70","",
"臺灣多因子優選高股息30指數","4,624.71","+","51.58","1.13","",
"特選臺灣優利高填息30指數","4,312.62","+","32.67","0.76","",
"臺灣多因子優選成長30指數","4,977.80","+","48.40","0.98","",
"價格指數(臺灣指數公司)"
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"金融類日報酬兩倍指數","24,870.07","+","206.82","0.84","",
"金融類日報酬反向一倍指數","5,099.56","-","21.47","-0.42","",
"漲升股利150指數","7,582.48","+","101.23","1.35","",
"藍籌30指數","6,945.19","+","86.37","1.26","",
"工業菁英30指數","7,445.80","+","79.99","1.09","",
"電子菁英30指數","7,175.50","+","55.66","0.78","",
"低波動股利精選30指數","6,289.58","+","69.34","1.11","",
