"111年03月17日 價格指數(臺灣證券交易所)"
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"寶島股價指數","19,857.94","+","586.91","3.05","",
"發行量加權股價指數","17,448.22","+","507.39","3.00","",
"臺灣公司治理100指數","10,158.32","+","310.67","3.15","",
"臺灣50指數","13,608.09","+","445.62","3.39","",
"臺灣50權重上限30%指數","12,917.10","+","386.28","3.08","",
"臺灣中型100指數","14,562.37","+","381.40","2.69","",
"臺灣資訊科技指數","23,251.53","+","910.74","4.08","",
"臺灣發達指數","11,352.02","+","180.13","1.61","",
"臺灣高股息指數","7,986.98","+","90.32","1.14","",
"臺灣就業99指數","10,512.42","+","240.15","2.34","",
"臺灣高薪100指數","9,796.56","+","221.15","2.31","",
"未含金融指數","15,016.55","+","460.56","3.16","",
"未含電子指數","20,182.95","+","375.00","1.89","",
"未含金融電子指數","16,787.11","+","321.02","1.95","",
"小型股300指數","9,190.00","+","200.02","2.22","",
"水泥窯製類指數","730.23","+","5.77","0.80","",
"塑膠化工類指數","959.88","+","12.42","1.31","",
"機電類指數","4,546.58","+","162.01","3.70","",
"水泥類指數","189.27","+","1.12","0.60","",
"食品類指數","1,864.57","+","13.34","0.72","",
"塑膠類指數","292.87","+","2.53","0.87","",
"紡織纖維類指數","581.22","+","7.35","1.28","",
"電機機械類指數","232.55","+","7.79","3.47","",
"電器電纜類指數","84.49","+","0.76","0.91","",
"化學生技醫療類指數","119.17","+","3.09","2.66","",
"化學類指數","148.51","+","3.37","2.32","",
"生技醫療類指數","64.09","+","1.96","3.15","",
"玻璃陶瓷類指數","64.00","+","1.27","2.02","",
"造紙類指數","380.15","+","5.16","1.38","",
"鋼鐵類指數","185.88","+","1.77","0.96","",
"橡膠類指數","283.91","+","3.63","1.30","",
"汽車類指數","315.86","+","6.12","1.98","",
"電子工業類指數","816.39","+","29.26","3.72","",
"半導體類指數","404.18","+","17.49","4.52","",
"電腦及週邊設備類指數","144.13","+","2.04","1.44","",
"光電類指數","39.48","+","0.83","2.15","",
"通信網路類指數","136.34","+","0.32","0.24","",
"電子零組件類指數","182.96","+","7.79","4.45","",
"電子通路類指數","206.00","+","3.28","1.62","",
"資訊服務類指數","131.19","+","1.38","1.06","",
"其他電子類指數","98.11","+","2.48","2.59","",
"建材營造類指數","370.28","+","6.81","1.87","",
"航運類指數","279.79","+","10.14","3.76","",
"觀光類指數","96.45","+","2.35","2.50","",
"金融保險類指數","1,791.28","+","31.06","1.76","",
"貿易百貨類指數","304.91","+","5.24","1.75","",
"油電燃氣類指數","124.94","+","1.42","1.15","",
"其他類指數","377.74","+","9.42","2.56","",
"臺指日報酬兩倍指數","39,307.42","+","2,221.50","5.99","",
"臺指反向一倍指數","4,048.38","-","125.00","-3.00","",
"電子類兩倍槓桿指數","38,378.71","+","2,655.85","7.43","",
"電子類反向指數","3,683.21","-","142.20","-3.72","",
"價格指數(跨市場)"
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"臺灣生技指數","4,230.06","+","148.44","3.64","",
"臺灣中小型公司治理指數","7,786.20","+","225.97","2.99","",
"臺灣IPO指數","6,894.41","+","242.90","3.65","",
"智慧中立指數","4,088.12","+","0.38","0.01","",
"臺灣5G指數","9,087.84","+","375.27","4.31","",
"臺灣企業社會責任中小型指數","8,785.21","+","156.31","1.81","",
"特選臺灣電動車代表指數","6,277.48","+","148.40","2.42","",
"臺灣5G+通訊指數","6,595.98","+","251.44","3.96","",
"臺灣全市場指數","5,929.66","+","181.80","3.16","",
"臺灣全市場半導體指數","6,120.71","+","284.92","4.88","",
"臺灣電動車與自駕科技永續概念指數","4,933.28","+","190.66","4.02","",
"臺灣智慧移動與電動車指數","4,735.44","+","186.09","4.09","",
"特選小資高價30指數","5,311.10","+","239.34","4.72","",
"特選臺灣綠能及電動車指數","4,913.89","+","121.03","2.53","",
"特選臺灣智能車供應鏈聯盟指數","4,842.77","+","178.52","3.83","",
"臺灣全市場半導體精選30指數","4,858.03","+","231.56","5.01","",
"特選臺灣高股息30指數","5,323.37","+","89.14","1.70","",
"臺灣友善環境指數","5,435.41","+","153.47","2.91","",
"台灣永續價值指數","4,932.04","+","125.31","2.61","",
"特選臺灣IC設計指數","4,220.98","+","204.81","5.10","",
"特選臺灣環境永續高股息指數","5,103.73","+","55.79","1.11","",
"臺灣友善環境50指數","4,703.39","+","147.49","3.24","",
"特選台灣策略高股息30指數","4,944.82","+","92.17","1.90","",
"特選臺灣IC設計產業代表指數","4,781.20","+","223.46","4.90","",
"特選臺灣綠能指數","5,056.88","+","103.18","2.08","",
"價格指數(臺灣指數公司)"
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"金融類日報酬兩倍指數","36,373.87","+","1,239.91","3.53","",
"金融類日報酬反向一倍指數","4,372.01","-","78.53","-1.76","",
"漲升股利150指數","9,041.52","+","212.57","2.41","",
"藍籌30指數","8,587.75","+","268.05","3.22","",
"工業菁英30指數","9,388.77","+","345.42","3.82","",
"電子菁英30指數","8,604.33","+","308.33","3.72","",
"低波動股利精選30指數","7,562.71","+","106.63","1.43","",
"中小型A級動能50指數","15,511.83","+","694.98","4.69","",
"特選高息低波指數","7,738.88","+","71.46","0.93","",
"臺灣永續指數","8,924.90","+","258.67","2.98","",
"特選內需高收益指數","6,383.85","+","25.44","0.40","",
"價值投資指數","8,162.77","+","191.37","2.40","",
"存股雙十等權重指數","8,728.32","+","179.14","2.10","",
"特選大蘋果指數","7,302.46","+","209.03","2.95","",
"中小型300指數","9,392.31","+","254.92","2.79","",
"特股高息20指數","6,265.76","+","27.86","0.45","",
"臺灣500指數","9,029.05","+","258.67","2.95","",
"臺灣勞工權益指數","8,204.69","+","175.27","2.18","",
"微波高息精選20指數","6,891.31","+","59.36","0.87","",
"特選世代行動通訊指數","6,091.90","+","119.53","2.00","",
"智慧投資多因子30指數","6,104.94","+","126.62","2.12","",
"臺股期貨指數","8,701.86","+","255.88","3.03","",
"特選價值成長指數","8,775.87","+","213.05","2.49","",
"臺灣上櫃永續指數","6,477.76","+","313.87","5.09","",
"特選台股領航指數","8,087.21","+","240.93","3.07","",
"特選Smart多因子指數","6,825.25","+","216.75","3.28","",
"特選ESG高股息指數","4,892.33","+","156.10","3.30","",
"特選上櫃ESG成長指數","4,767.25","+","267.80","5.95","",
"特選上櫃ESG電子菁英指數","5,121.52","+","288.69","5.97","",
"新臺灣高股息指數","5,322.41","+","74.65","1.42","",
"臺灣ESG優息存股指數","5,216.11","+","83.05","1.62","",
"報酬指數(臺灣證券交易所)"
"報酬指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"寶島股價報酬指數","26,575.59","+","785.72","3.05","",
"發行量加權股價報酬指數","34,667.35","+","1,008.48","3.00","",
"臺灣公司治理100報酬指數","13,324.01","+","407.49","3.15","",
"臺灣50報酬指數","27,359.73","+","895.94","3.39","",
"臺灣50權重上限30%報酬指數","26,039.87","+","778.72","3.08","",
"臺灣中型100報酬指數","27,090.34","+","709.52","2.69","",
"臺灣資訊科技股報酬指數","44,166.88","+","1,729.98","4.08","",
"臺灣發達報酬指數","20,571.59","+","326.43","1.61","",
"臺灣高股息報酬指數","20,004.74","+","226.21","1.14","",
"臺灣就業99報酬指數","15,576.72","+","355.85","2.34","",
"臺灣高薪100報酬指數","13,255.47","+","299.23","2.31","",
"未含金融電子報酬指數","33,648.58","+","644.79","1.95","",
"小型股300報酬指數","11,583.42","+","252.11","2.22","",
"水泥類報酬指數","359.85","+","2.12","0.59","",
"食品類報酬指數","2,807.32","+","20.09","0.72","",
"塑膠類報酬指數","495.91","+","4.27","0.87","",
"紡織纖維類報酬指數","913.04","+","11.53","1.28","",
"電機機械類報酬指數","342.62","+","11.48","3.47","",
"電器電纜類報酬指數","124.42","+","1.29","1.05","",
"化學生技醫療類報酬指數","181.39","+","4.71","2.67","",
"化學類報酬指數","241.17","+","5.47","2.32","",
"生技醫療類報酬指數","88.42","+","2.70","3.15","",
"玻璃陶瓷類報酬指數","74.40","+","1.47","2.02","",
"造紙類報酬指數","560.27","+","7.59","1.37","",
"鋼鐵類報酬指數","289.05","+","2.75","0.96","",
"橡膠類報酬指數","435.69","+","5.58","1.30","",
"汽車類報酬指數","489.28","+","9.48","1.98","",
"電子工業類報酬指數","1,480.15","+","53.05","3.72","",
"半導體類報酬指數","692.58","+","29.98","4.52","",
"電腦及週邊設備類報酬指數","296.23","+","4.20","1.44","",
"光電類報酬指數","55.67","+","1.17","2.15","",
"通信網路類報酬指數","276.65","+","0.65","0.24","",
"電子零組件類報酬指數","328.14","+","13.96","4.44","",
"電子通路類報酬指數","459.73","+","7.32","1.62","",
"資訊服務類報酬指數","290.42","+","3.04","1.06","",
"其他電子類報酬指數","151.26","+","3.82","2.59","",
"建材營造類報酬指數","703.33","+","12.93","1.87","",
"航運類報酬指數","396.04","+","14.35","3.76","",
"觀光類報酬指數","130.72","+","3.18","2.49","",
"金融保險類報酬指數","2,964.07","+","51.40","1.76","",
"貿易百貨類報酬指數","459.38","+","7.89","1.75","",
"油電燃氣類報酬指數","189.74","+","2.16","1.15","",
"其他類報酬指數","618.88","+","15.53","2.57","",
"報酬指數(跨市場)"
"報酬指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"臺灣生技報酬指數","4,607.29","+","161.67","3.64","",
"臺灣中小型公司治理報酬指數","9,703.24","+","281.60","2.99","",
"臺灣IPO報酬指數","7,727.30","+","272.24","3.65","",
"智慧中立報酬指數","4,445.46","+","0.53","0.01","",
"加權指數掩護性臺指買權價外5%報酬指數","7,392.36","+","167.27","2.32","",
"臺灣5G報酬指數","9,638.45","+","398.01","4.31","",
"臺灣企業社會責任中小型報酬指數","9,573.04","+","170.33","1.81","",
"特選臺灣電動車代表報酬指數","6,697.18","+","158.31","2.42","",
"臺灣5G+通訊報酬指數","6,843.78","+","260.88","3.96","",
