"111年08月01日 價格指數(臺灣證券交易所)"
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"寶島股價指數","17,060.35","-","25.97","-0.15","",
"發行量加權股價指數","14,981.69","-","18.38","-0.12","",
"臺灣公司治理100指數","8,664.21","-","23.46","-0.27","",
"臺灣50指數","11,606.29","-","35.62","-0.31","",
"臺灣50權重上限30%指數","10,973.59","-","10.98","-0.10","",
"臺灣中型100指數","12,567.40","+","12.31","0.10","",
"臺灣資訊科技指數","19,645.22","-","123.86","-0.63","",
"臺灣發達指數","9,951.15","+","53.98","0.55","",
"臺灣高股息指數","6,193.58","+","14.61","0.24","",
"臺灣就業99指數","8,882.57","+","13.67","0.15","",
"臺灣高薪100指數","8,220.55","+","11.97","0.15","",
"未含金融指數","12,889.30","-","23.92","-0.19","",
"未含電子指數","17,557.05","+","74.54","0.43","",
"未含金融電子指數","14,669.53","+","67.50","0.46","",
"小型股300指數","8,164.25","+","18.34","0.23","",
"水泥窯製類指數","636.48","+","6.49","1.03","",
"塑膠化工類指數","821.92","+","4.06","0.50","",
"機電類指數","3,885.55","-","18.20","-0.47","",
"水泥類指數","169.32","+","1.77","1.06","",
"食品類指數","1,887.29","-","12.76","-0.67","",
"塑膠類指數","239.79","+","2.06","0.87","",
"紡織纖維類指數","532.18","+","1.00","0.19","",
"電機機械類指數","223.66","+","0.39","0.17","",
"電器電纜類指數","86.38","-","0.48","-0.55","",
"化學生技醫療類指數","113.82","-","0.67","-0.59","",
"化學類指數","135.72","+","0.29","0.21","",
"生技醫療類指數","65.06","-","0.94","-1.42","",
"玻璃陶瓷類指數","47.15","+","0.41","0.88","",
"造紙類指數","297.86","+","1.59","0.54","",
"鋼鐵類指數","137.04","+","4.76","3.60","",
"橡膠類指數","252.21","+","2.61","1.05","",
"汽車類指數","328.02","-","0.30","-0.09","",
"電子工業類指數","695.09","-","3.37","-0.48","",
"半導體類指數","333.34","-","2.32","-0.69","",
"電腦及週邊設備類指數","123.47","-","1.00","-0.80","",
"光電類指數","31.93","+","0.12","0.38","",
"通信網路類指數","134.76","+","0.48","0.36","",
"電子零組件類指數","154.47","-","0.65","-0.42","",
"電子通路類指數","173.22","+","1.81","1.06","",
"資訊服務類指數","123.88","+","0.42","0.34","",
"其他電子類指數","99.31","-","0.06","-0.06","",
"建材營造類指數","347.90","+","0.67","0.19","",
"航運類指數","206.94","+","0.79","0.38","",
"觀光類指數","97.37","-","0.68","-0.69","",
"金融保險類指數","1,542.20","+","5.26","0.34","",
"貿易百貨類指數","299.31","-","1.18","-0.39","",
"油電燃氣類指數","111.16","+","0.04","0.04","",
"其他類指數","348.94","+","1.82","0.52","",
"臺指日報酬兩倍指數","28,533.25","-","70.10","-0.25","",
"臺指反向一倍指數","4,643.33","+","5.68","0.12","",
"電子類兩倍槓桿指數","27,227.08","-","265.30","-0.96","",
"電子類反向指數","4,234.48","+","20.33","0.48","",
"價格指數(跨市場)"
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"臺灣生技指數","4,056.06","-","39.14","-0.96","",
"臺灣中小型公司治理指數","6,466.47","-","11.17","-0.17","",
"臺灣IPO指數","5,094.85","-","30.75","-0.60","",
"智慧中立指數","3,737.84","+","8.90","0.24","",
"臺灣5G指數","7,296.08","-","5.53","-0.08","",
"臺灣企業社會責任中小型指數","7,691.63","+","16.17","0.21","",
"特選臺灣電動車代表指數","5,454.78","+","22.60","0.42","",
"臺灣5G+通訊指數","5,571.67","-","20.33","-0.36","",
"臺灣全市場指數","5,071.06","-","9.90","-0.19","",
"臺灣全市場半導體指數","4,642.56","-","18.15","-0.39","",
"臺灣電動車與自駕科技永續概念指數","4,048.48","-","21.61","-0.53","",
"臺灣智慧移動與電動車指數","3,719.13","-","6.44","-0.17","",
"特選小資高價30指數","4,219.08","-","22.41","-0.53","",
"特選臺灣綠能及電動車指數","4,241.60","+","8.79","0.21","",
"特選臺灣智能車供應鏈聯盟指數","4,097.17","-","12.55","-0.31","",
"臺灣全市場半導體精選30指數","3,648.02","-","17.79","-0.49","",
"特選臺灣高股息30指數","3,740.49","+","0.88","0.02","",
"臺灣友善環境指數","4,495.96","+","0.64","0.01","",
"台灣永續價值指數","4,188.16","-","0.43","-0.01","",
"特選臺灣IC設計指數","2,730.38","-","28.86","-1.05","",
"特選臺灣環境永續高股息指數","3,981.17","+","49.12","1.25","",
"臺灣友善環境50指數","3,960.67","+","3.15","0.08","",
"特選台灣策略高股息30指數","3,727.16","+","2.84","0.08","",
"特選臺灣IC設計產業代表指數","3,085.19","-","20.53","-0.66","",
"特選臺灣綠能指數","4,546.00","+","0.80","0.02","",
"特選臺灣成長高股息指數","3,693.30","+","8.68","0.24","",
"特選臺灣智慧50指數","3,855.96","-","1.22","-0.03","",
"特選臺灣標竿PCB指數","3,695.49","-","4.34","-0.12","",
"臺灣晶圓製造指數","4,184.52","-","3.82","-0.09","",
"臺灣精選高息指數","3,798.50","-","0.18","--","",
"臺灣多因子優選高股息30指數","4,616.59","+","12.99","0.28","",
"特選臺灣優利高填息30指數","4,431.76","-","17.60","-0.40","",
"價格指數(臺灣指數公司)"
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"金融類日報酬兩倍指數","26,512.43","+","180.24","0.68","",
"金融類日報酬反向一倍指數","4,994.44","-","17.15","-0.34","",
"漲升股利150指數","7,730.37","+","9.29","0.12","",
"藍籌30指數","7,287.92","+","8.30","0.11","",
"工業菁英30指數","7,688.88","-","4.62","-0.06","",
"電子菁英30指數","7,327.75","-","33.39","-0.45","",
"低波動股利精選30指數","6,879.36","-","21.19","-0.31","",
"中小型A級動能50指數","13,004.62","-","2.96","-0.02","",
"特選高息低波指數","6,636.52","+","16.25","0.25","",
"臺灣永續指數","7,632.76","-","10.65","-0.14","",
"特選內需高收益指數","5,886.74","+","21.63","0.37","",
"價值投資指數","5,822.67","+","9.97","0.17","",
"存股雙十等權重指數","6,750.36","-","3.51","-0.05","",
"特選大蘋果指數","6,474.70","-","80.07","-1.22","",
"中小型300指數","8,165.59","-","0.51","-0.01","",
"特股高息20指數","5,885.90","+","1.88","0.03","",
"臺灣500指數","7,731.03","-","8.21","-0.11","",
"臺灣勞工權益指數","7,147.28","+","15.39","0.22","",
"微波高息精選20指數","6,318.70","-","19.82","-0.31","",
"特選世代行動通訊指數","6,302.75","+","14.49","0.23","",
"智慧投資多因子30指數","5,148.63","-","6.06","-0.12","",
"臺股期貨指數","7,741.73","-","35.40","-0.46","",
"特選價值成長指數","6,181.40","+","25.75","0.42","",
"臺灣上櫃永續指數","5,191.16","-","64.51","-1.23","",
"特選台股領航指數","6,750.83","-","14.81","-0.22","",
"特選Smart多因子指數","5,599.89","-","2.03","-0.04","",
"特選ESG高股息指數","3,905.08","+","14.31","0.37","",
"特選上櫃ESG成長指數","3,613.60","-","73.84","-2.00","",
"特選上櫃ESG電子菁英指數","3,837.65","-","66.88","-1.71","",
"新臺灣高股息指數","4,290.94","+","8.25","0.19","",
"臺灣優息存股指數","4,681.83","+","8.51","0.18","",
"報酬指數(臺灣證券交易所)"
"報酬指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"寶島股價報酬指數","23,656.42","-","21.18","-0.09","",
"發行量加權股價報酬指數","30,862.41","-","17.16","-0.06","",
"臺灣公司治理100報酬指數","11,814.93","-","23.01","-0.19","",
"臺灣50報酬指數","24,108.07","-","57.41","-0.24","",
"臺灣50權重上限30%報酬指數","23,033.90","-","2.44","-0.01","",
"臺灣中型100報酬指數","24,250.14","+","27.39","0.11","",
"臺灣資訊科技股報酬指數","38,325.40","-","206.59","-0.54","",
"臺灣發達報酬指數","19,059.30","+","103.39","0.55","",
"臺灣高股息報酬指數","16,925.22","+","106.91","0.64","",
"臺灣就業99報酬指數","13,757.55","+","34.87","0.25","",
"臺灣高薪100報酬指數","11,753.37","+","34.18","0.29","",
"未含金融電子報酬指數","30,969.35","+","149.97","0.49","",
"小型股300報酬指數","10,723.27","+","29.15","0.27","",
"水泥類報酬指數","335.55","+","3.50","1.05","",
"食品類報酬指數","2,884.32","-","19.50","-0.67","",
"塑膠類報酬指數","439.99","+","3.78","0.87","",
"紡織纖維類報酬指數","864.70","+","1.84","0.21","",
"電機機械類報酬指數","335.00","+","0.61","0.18","",
"電器電纜類報酬指數","132.93","-","0.73","-0.55","",
"化學生技醫療類報酬指數","177.00","-","1.04","-0.58","",
"化學類報酬指數","224.93","+","0.48","0.21","",
"生技醫療類報酬指數","91.85","-","1.32","-1.42","",
"玻璃陶瓷類報酬指數","59.60","+","0.51","0.86","",
"造紙類報酬指數","463.43","+","2.48","0.54","",
"鋼鐵類報酬指數","230.82","+","8.02","3.60","",
"橡膠類報酬指數","401.40","+","4.15","1.04","",
"汽車類報酬指數","523.10","-","0.47","-0.09","",
"電子工業類報酬指數","1,297.34","-","4.97","-0.38","",
"半導體類報酬指數","583.31","-","3.98","-0.68","",
"電腦及週邊設備類報酬指數","269.58","+","1.01","0.38","",
"光電類報酬指數","46.76","+","0.18","0.39","",
"通信網路類報酬指數","282.14","+","1.01","0.36","",
"電子零組件類報酬指數","285.28","-","1.18","-0.41","",
"電子通路類報酬指數","416.01","+","4.34","1.05","",
"資訊服務類報酬指數","287.13","+","1.23","0.43","",
"其他電子類報酬指數","159.88","-","0.09","-0.06","",
"建材營造類報酬指數","682.65","+","3.43","0.50","",
"航運類報酬指數","329.97","+","1.26","0.38","",
"觀光類報酬指數","134.97","-","0.94","-0.69","",
"金融保險類報酬指數","2,640.19","+","9.02","0.34","",
"貿易百貨類報酬指數","454.52","-","1.79","-0.39","",
"油電燃氣類報酬指數","175.96","+","0.07","0.04","",
"其他類報酬指數","587.69","+","3.42","0.59","",
"報酬指數(跨市場)"
"報酬指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"臺灣生技報酬指數","4,466.47","-","43.10","-0.96","",
"臺灣中小型公司治理報酬指數","8,387.83","-","12.67","-0.15","",
"臺灣IPO報酬指數","5,898.81","-","35.60","-0.60","",
"智慧中立報酬指數","4,296.73","+","10.15","0.24","",
"加權指數掩護性臺指買權價外5%報酬指數","6,701.96","+","3.40","0.05","",
"臺灣5G報酬指數","8,131.80","-","6.16","-0.08","",
"臺灣企業社會責任中小型報酬指數","8,842.40","+","24.54","0.28","",
"特選臺灣電動車代表報酬指數","6,088.99","+","25.22","0.42","",
"臺灣5G+通訊報酬指數","6,024.11","-","8.71","-0.14","",
"臺灣全市場報酬指數","5,409.24","-","7.53","-0.14","",
"臺灣全市場半導體報酬指數","4,977.92","-","18.46","-0.37","",
"臺灣電動車與自駕科技永續概念報酬指數","4,379.32","-","0.96","-0.02","",
"臺灣智慧移動與電動車報酬指數","4,018.32","-","6.96","-0.17","",
"特選小資高價30報酬指數","4,484.26","-","23.82","-0.53","",
"特選臺灣綠能及電動車報酬指數","4,585.95","+","9.51","0.21","",
"特選臺灣智能車供應鏈聯盟報酬指數","4,377.27","-","6.91","-0.16","",
"臺灣全市場半導體精選30報酬指數","3,847.80","-","17.70","-0.46","",
"特選臺灣高股息30報酬指數","4,189.02","+","18.47","0.44","",
"臺灣友善環境報酬指數","4,736.18","+","0.68","0.01","",
"台灣永續價值報酬指數","4,351.73","-","0.44","-0.01","",
"特選臺灣IC設計報酬指數","2,910.56","-","30.76","-1.05","",
"特選臺灣環境永續高股息報酬指數","4,397.21","+","54.26","1.25","",
"臺灣友善環境50報酬指數","4,162.59","+","3.31","0.08","",
"特選台灣策略高股息30報酬指數","4,153.55","+","20.30","0.49","",
"特選臺灣IC設計產業代表報酬指數","3,284.46","-","17.79","-0.54","",
"特選臺灣綠能報酬指數","4,745.22","+","0.83","0.02","",
"特選臺灣成長高股息報酬指數","4,107.93","+","24.94","0.61","",
"特選臺灣智慧50報酬指數","4,089.85","-","1.21","-0.03","",
"特選臺灣標竿PCB報酬指數","3,831.47","-","4.51","-0.12","",
"臺灣晶圓製造報酬指數","4,371.76","-","1.63","-0.04","",
"臺灣精選高息報酬指數","4,225.84","+","16.97","0.40","",
"臺灣多因子優選高股息30報酬指數","4,953.30","+","30.76","0.62","",
"特選臺灣優利高填息30報酬指數","4,785.82","+","5.92","0.12","",
"報酬指數(臺灣指數公司)"
"報酬指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"漲升股利150報酬指數","10,317.33","+","15.16","0.15","",
"藍籌30報酬指數","9,223.65","+","10.50","0.11","",
