"111年03月10日 價格指數(臺灣證券交易所)"
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"寶島股價指數","19,838.96","+","467.10","2.41","",
"發行量加權股價指數","17,433.20","+","417.84","2.46","",
"臺灣公司治理100指數","10,141.17","+","262.39","2.66","",
"臺灣50指數","13,626.25","+","372.81","2.81","",
"臺灣50權重上限30%指數","12,902.97","+","331.19","2.63","",
"臺灣中型100指數","14,480.61","+","337.29","2.38","",
"臺灣資訊科技指數","23,400.04","+","716.51","3.16","",
"臺灣發達指數","11,357.05","+","132.39","1.18","",
"臺灣高股息指數","7,984.28","+","144.81","1.85","",
"臺灣就業99指數","10,321.36","+","249.33","2.48","",
"臺灣高薪100指數","9,612.94","+","228.05","2.43","",
"未含金融指數","15,066.83","+","354.04","2.41","",
"未含電子指數","19,987.57","+","331.45","1.69","",
"未含金融電子指數","16,788.18","+","200.19","1.21","",
"小型股300指數","9,133.81","+","169.46","1.89","",
"水泥窯製類指數","716.82","+","9.16","1.29","",
"塑膠化工類指數","947.90","+","13.27","1.42","",
"機電類指數","4,566.11","+","129.94","2.93","",
"水泥類指數","186.20","+","1.81","0.98","",
"食品類指數","1,881.70","+","14.04","0.75","",
"塑膠類指數","288.33","+","3.22","1.13","",
"紡織纖維類指數","581.83","-","10.55","-1.78","",
"電機機械類指數","227.71","+","5.70","2.57","",
"電器電纜類指數","85.16","+","0.65","0.77","",
"化學生技醫療類指數","118.26","+","2.32","2.00","",
"化學類指數","146.54","+","3.19","2.23","",
"生技醫療類指數","64.11","+","1.08","1.71","",
"玻璃陶瓷類指數","62.02","+","1.93","3.21","",
"造紙類指數","381.71","+","8.40","2.25","",
"鋼鐵類指數","183.19","+","2.06","1.14","",
"橡膠類指數","283.01","+","5.71","2.06","",
"汽車類指數","320.54","+","8.32","2.66","",
"電子工業類指數","820.32","+","23.50","2.95","",
"半導體類指數","408.08","+","13.27","3.36","",
"電腦及週邊設備類指數","142.25","+","2.86","2.05","",
"光電類指數","39.35","+","0.56","1.44","",
"通信網路類指數","134.94","+","1.37","1.03","",
"電子零組件類指數","184.30","+","6.65","3.74","",
"電子通路類指數","206.50","+","4.32","2.14","",
"資訊服務類指數","132.97","+","0.65","0.49","",
"其他電子類指數","97.57","+","1.83","1.91","",
"建材營造類指數","364.85","+","3.07","0.85","",
"航運類指數","282.73","+","3.85","1.38","",
"觀光類指數","95.28","+","1.19","1.26","",
"金融保險類指數","1,734.10","+","47.80","2.83","",
"貿易百貨類指數","311.43","+","5.92","1.94","",
"油電燃氣類指數","127.25","-","2.34","-1.81","",
"其他類指數","381.46","+","8.62","2.31","",
"臺指日報酬兩倍指數","39,292.33","+","1,839.43","4.91","",
"臺指反向一倍指數","4,057.43","-","102.15","-2.46","",
"電子類兩倍槓桿指數","38,832.38","+","2,162.93","5.90","",
"電子類反向指數","3,673.66","-","111.64","-2.95","",
"價格指數(跨市場)"
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"臺灣生技指數","4,211.59","+","72.85","1.76","",
"臺灣中小型公司治理指數","7,873.08","+","169.34","2.20","",
"臺灣IPO指數","6,943.47","+","221.45","3.29","",
"智慧中立指數","4,113.82","-","16.63","-0.40","",
"臺灣5G指數","9,163.79","+","265.75","2.99","",
"臺灣企業社會責任中小型指數","8,698.92","+","140.65","1.64","",
"特選臺灣電動車代表指數","6,205.23","+","142.86","2.36","",
"臺灣5G+通訊指數","6,656.64","+","196.89","3.05","",
"臺灣全市場指數","5,927.78","+","147.55","2.55","",
"臺灣全市場半導體指數","6,195.73","+","200.56","3.35","",
"臺灣電動車與自駕科技永續概念指數","4,942.21","+","138.28","2.88","",
"臺灣智慧移動與電動車指數","4,798.24","+","160.97","3.47","",
"特選小資高價30指數","5,366.27","+","177.93","3.43","",
"特選臺灣綠能及電動車指數","4,882.82","+","109.91","2.30","",
"特選臺灣智能車供應鏈聯盟指數","4,852.15","+","131.14","2.78","",
"臺灣全市場半導體精選30指數","4,928.97","+","166.52","3.50","",
"特選臺灣高股息30指數","5,327.56","+","144.13","2.78","",
"臺灣友善環境指數","5,411.76","+","125.95","2.38","",
"台灣永續價值指數","4,868.23","+","128.58","2.71","",
"特選臺灣IC設計指數","4,389.55","+","207.12","4.95","",
"價格指數(臺灣指數公司)"
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"金融類日報酬兩倍指數","34,107.60","+","1,829.89","5.67","",
"金融類日報酬反向一倍指數","4,518.74","-","131.83","-2.83","",
"漲升股利150指數","9,036.23","+","182.99","2.07","",
"藍籌30指數","8,590.69","+","227.32","2.72","",
"工業菁英30指數","9,484.98","+","246.18","2.66","",
"電子菁英30指數","8,672.03","+","301.84","3.61","",
"低波動股利精選30指數","7,432.31","+","179.61","2.48","",
"中小型A級動能50指數","15,459.13","+","441.68","2.94","",
"特選高息低波指數","7,638.66","+","127.47","1.70","",
"臺灣永續指數","8,883.56","+","222.69","2.57","",
"特選內需高收益指數","6,350.28","+","68.71","1.09","",
"價值投資指數","8,296.91","+","185.34","2.28","",
"存股雙十等權重指數","8,688.04","+","160.44","1.88","",
"特選大蘋果指數","7,222.82","+","189.81","2.70","",
"中小型300指數","9,319.18","+","207.10","2.27","",
"特股高息20指數","6,225.94","+","59.57","0.97","",
"臺灣500指數","9,013.62","+","212.72","2.42","",
"臺灣勞工權益指數","8,086.61","+","204.58","2.60","",
"微波高息精選20指數","6,757.74","+","138.06","2.09","",
"特選世代行動通訊指數","6,057.81","+","131.09","2.21","",
"智慧投資多因子30指數","6,121.70","+","89.61","1.49","",
"臺股期貨指數","8,677.96","+","243.87","2.89","",
"特選價值成長指數","8,734.72","+","167.47","1.95","",
"臺灣上櫃永續指數","6,355.87","+","114.15","1.83","",
"特選台股領航指數","8,111.13","+","179.49","2.26","",
"特選Smart多因子指數","6,834.73","+","155.41","2.33","",
"特選ESG高股息指數","4,880.12","+","128.03","2.69","",
"特選上櫃ESG成長指數","4,658.73","+","74.42","1.62","",
