"111年10月24日 價格指數(臺灣證券交易所)"
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"寶島股價指數","14,686.28","+","45.43","0.31","",
"發行量加權股價指數","12,856.98","+","37.78","0.29","",
"臺灣公司治理100指數","7,310.61","+","13.56","0.19","",
"臺灣50指數","9,647.31","-","1.03","-0.01","",
"臺灣50權重上限30%指數","9,340.23","+","16.04","0.17","",
"臺灣中型100指數","11,439.35","+","63.04","0.55","",
"臺灣資訊科技指數","16,184.40","+","8.26","0.05","",
"臺灣發達指數","8,780.16","+","40.70","0.47","",
"臺灣高股息指數","5,506.91","+","20.73","0.38","",
"臺灣就業99指數","8,048.35","+","28.12","0.35","",
"臺灣高薪100指數","7,249.97","+","25.60","0.35","",
"未含金融指數","10,995.25","+","34.05","0.31","",
"未含電子指數","15,622.63","+","65.34","0.42","",
"未含金融電子指數","13,014.27","+","67.73","0.52","",
"小型股300指數","7,408.54","+","54.68","0.74","",
"水泥窯製類指數","544.23","-","1.94","-0.36","",
"塑膠化工類指數","754.87","+","2.52","0.33","",
"機電類指數","3,261.37","+","7.34","0.23","",
"水泥類指數","140.22","-","0.98","-0.69","",
"食品類指數","1,749.92","+","21.45","1.24","",
"塑膠類指數","226.03","+","1.14","0.51","",
"紡織纖維類指數","538.57","+","2.48","0.46","",
"電機機械類指數","195.61","+","0.85","0.44","",
"電器電纜類指數","86.41","+","1.47","1.73","",
"化學生技醫療類指數","100.07","","--","--","",
"化學類指數","117.06","+","0.49","0.42","",
"生技醫療類指數","58.37","-","0.25","-0.43","",
"玻璃陶瓷類指數","49.51","+","0.81","1.66","",
"造紙類指數","282.00","-","0.70","-0.25","",
"鋼鐵類指數","129.66","+","0.42","0.32","",
"橡膠類指數","219.95","+","0.19","0.09","",
"汽車類指數","303.78","+","4.50","1.50","",
"電子工業類指數","582.00","+","1.20","0.21","",
"半導體類指數","263.53","+","0.23","0.09","",
"電腦及週邊設備類指數","111.11","+","0.60","0.54","",
"光電類指數","30.26","-","0.24","-0.79","",
"通信網路類指數","120.03","-","0.12","-0.10","",
"電子零組件類指數","140.81","+","2.30","1.66","",
"電子通路類指數","159.42","+","0.01","0.01","",
"資訊服務類指數","115.34","+","1.58","1.39","",
"其他電子類指數","93.41","-","0.17","-0.18","",
"建材營造類指數","332.08","+","1.17","0.35","",
"航運類指數","145.24","+","2.81","1.97","",
"觀光類指數","93.74","+","0.38","0.41","",
"金融保險類指數","1,381.84","+","2.52","0.18","",
"貿易百貨類指數","249.79","-","0.75","-0.30","",
"油電燃氣類指數","105.59","+","1.99","1.92","",
"其他類指數","306.66","-","3.56","-1.15","",
"臺指日報酬兩倍指數","20,798.29","+","121.87","0.59","",
"臺指反向一倍指數","5,356.54","-","15.83","-0.29","",
