"111年10月20日 價格指數(臺灣證券交易所)"
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"寶島股價指數","14,796.58","-","42.77","-0.29","",
"發行量加權股價指數","12,946.10","-","30.66","-0.24","",
"臺灣公司治理100指數","7,362.03","+","1.27","0.02","",
"臺灣50指數","9,739.05","+","8.99","0.09","",
"臺灣50權重上限30%指數","9,381.81","-","2.65","-0.03","",
"臺灣中型100指數","11,551.29","-","56.17","-0.48","",
"臺灣資訊科技指數","16,419.94","+","25.73","0.16","",
"臺灣發達指數","8,795.34","-","36.11","-0.41","",
"臺灣高股息指數","5,549.84","-","6.39","-0.12","",
"臺灣就業99指數","8,096.31","+","18.38","0.23","",
"臺灣高薪100指數","7,268.72","-","5.87","-0.08","",
"未含金融指數","11,088.83","-","28.06","-0.25","",
"未含電子指數","15,596.89","-","97.67","-0.62","",
"未含金融電子指數","13,006.97","-","109.84","-0.84","",
"小型股300指數","7,461.49","-","48.70","-0.65","",
"水泥窯製類指數","545.39","-","9.73","-1.75","",
"塑膠化工類指數","755.36","+","3.16","0.42","",
"機電類指數","3,301.35","-","1.05","-0.03","",
"水泥類指數","140.41","-","3.12","-2.17","",
"食品類指數","1,741.47","-","19.79","-1.12","",
"塑膠類指數","224.08","+","2.10","0.95","",
"紡織纖維類指數","539.13","-","4.70","-0.86","",
"電機機械類指數","195.73","-","3.89","-1.95","",
"電器電纜類指數","83.63","-","1.54","-1.81","",
"化學生技醫療類指數","102.14","-","0.02","-0.02","",
"化學類指數","117.30","-","1.01","-0.85","",
"生技醫療類指數","60.70","+","0.50","0.83","",
"玻璃陶瓷類指數","49.84","+","0.37","0.75","",
"造紙類指數","285.56","+","0.25","0.09","",
"鋼鐵類指數","131.25","+","3.00","2.34","",
"橡膠類指數","222.07","-","3.93","-1.74","",
"汽車類指數","296.33","-","10.88","-3.54","",
"電子工業類指數","589.54","+","0.19","0.03","",
"半導體類指數","268.24","+","1.25","0.47","",
"電腦及週邊設備類指數","112.44","-","0.37","-0.33","",
"光電類指數","31.38","+","0.10","0.32","",
"通信網路類指數","120.49","-","0.06","-0.05","",
"電子零組件類指數","139.95","-","2.31","-1.62","",
"電子通路類指數","162.59","+","1.81","1.13","",
"資訊服務類指數","114.17","-","3.07","-2.62","",
"其他電子類指數","93.28","-","0.78","-0.83","",
"建材營造類指數","332.43","-","2.93","-0.87","",
"航運類指數","143.73","-","3.84","-2.60","",
"觀光類指數","94.73","-","1.27","-1.32","",
"金融保險類指數","1,376.10","-","1.66","-0.12","",
"貿易百貨類指數","253.38","-","1.76","-0.69","",
"油電燃氣類指數","101.68","-","0.69","-0.67","",
"其他類指數","314.69","-","3.71","-1.17","",
"臺指日報酬兩倍指數","21,089.87","-","100.13","-0.47","",
"臺指反向一倍指數","5,320.22","+","12.54","0.24","",
"電子類兩倍槓桿指數","19,293.11","+","12.43","0.06","",
"電子類反向指數","4,920.20","-","1.59","-0.03","",
"價格指數(跨市場)"
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"臺灣生技指數","3,724.97","-","51.73","-1.37","",
"臺灣中小型公司治理指數","5,804.12","-","46.63","-0.80","",
"臺灣IPO指數","4,173.90","+","34.92","0.84","",
"智慧中立指數","3,509.36","+","9.65","0.28","",
"臺灣5G指數","6,277.58","-","7.94","-0.13","",
"臺灣企業社會責任中小型指數","7,191.45","-","20.00","-0.28","",
"特選臺灣電動車代表指數","5,466.75","-","0.54","-0.01","",
"臺灣5G+通訊指數","4,826.81","-","4.21","-0.09","",
"臺灣全市場指數","4,365.83","-","9.86","-0.23","",
"臺灣全市場半導體指數","3,855.65","+","10.72","0.28","",
"臺灣電動車與自駕科技永續概念指數","3,514.30","-","0.23","-0.01","",
"臺灣智慧移動與電動車指數","3,284.97","-","19.78","-0.60","",
"特選小資高價30指數","3,586.07","-","34.39","-0.95","",
"特選臺灣綠能及電動車指數","3,901.93","-","4.28","-0.11","",
"特選臺灣智能車供應鏈聯盟指數","3,616.47","-","5.82","-0.16","",
"臺灣全市場半導體精選30指數","3,026.20","+","10.71","0.36","",
"特選臺灣高股息30指數","3,403.36","-","6.29","-0.18","",
"臺灣友善環境指數","3,924.58","-","0.12","--","",
"台灣永續價值指數","3,678.74","+","9.35","0.25","",
"特選臺灣IC設計指數","2,233.34","-","18.99","-0.84","",
"特選臺灣環境永續高股息指數","3,651.86","-","3.19","-0.09","",
"臺灣友善環境50指數","3,405.95","+","0.24","0.01","",
"特選台灣策略高股息30指數","3,349.40","+","7.12","0.21","",
"特選臺灣IC設計產業代表指數","2,586.24","+","3.92","0.15","",
"特選臺灣綠能指數","4,274.33","-","3.33","-0.08","",
"特選臺灣成長高股息指數","3,288.90","-","4.85","-0.15","",
"特選臺灣智慧50指數","3,159.01","-","9.18","-0.29","",
"特選臺灣標竿PCB指數","3,169.01","-","53.72","-1.67","",
"臺灣晶圓製造指數","3,534.16","+","23.03","0.66","",
"臺灣精選高息指數","3,373.90","-","9.38","-0.28","",
"臺灣多因子優選高股息30指數","4,305.85","+","7.75","0.18","",
"特選臺灣優利高填息30指數","3,879.68","-","4.21","-0.11","",
"價格指數(臺灣指數公司)"
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"金融類日報酬兩倍指數","20,992.38","-","50.71","-0.24","",
"金融類日報酬反向一倍指數","5,566.97","+","6.70","0.12","",
"漲升股利150指數","6,930.33","+","11.46","0.17","",
"藍籌30指數","6,212.02","-","13.19","-0.21","",
"工業菁英30指數","6,613.37","-","9.59","-0.14","",
"電子菁英30指數","6,398.06","-","12.62","-0.20","",
"低波動股利精選30指數","6,016.89","+","18.99","0.32","",
"中小型A級動能50指數","11,575.87","-","257.36","-2.17","",
"特選高息低波指數","6,070.29","+","7.10","0.12","",
"臺灣永續指數","6,607.96","+","0.17","--","",
"特選內需高收益指數","5,323.09","-","27.16","-0.51","",
"價值投資指數","4,913.18","-","47.13","-0.95","",
"存股雙十等權重指數","6,015.73","-","4.09","-0.07","",
"特選大蘋果指數","5,742.27","-","33.04","-0.57","",
"中小型300指數","7,417.36","-","47.45","-0.64","",
"特股高息20指數","5,432.51","-","23.78","-0.44","",
"臺灣500指數","6,693.46","-","14.84","-0.22","",
"臺灣勞工權益指數","6,520.17","-","2.54","-0.04","",
"微波高息精選20指數","5,728.78","-","43.04","-0.75","",
"特選世代行動通訊指數","5,406.96","-","52.68","-0.96","",
"智慧投資多因子30指數","4,331.67","-","5.53","-0.13","",
"臺股期貨指數","6,762.86","-","33.55","-0.49","",
"特選價值成長指數","5,581.93","+","20.19","0.36","",
"臺灣上櫃永續指數","4,703.52","-","28.96","-0.61","",
"特選台股領航指數","5,812.59","-","27.48","-0.47","",
"特選Smart多因子指數","4,815.68","+","0.96","0.02","",
"特選ESG高股息指數","3,505.51","+","23.36","0.67","",
"特選上櫃ESG成長指數","3,391.32","-","26.21","-0.77","",
"特選上櫃ESG電子菁英指數","3,459.54","-","17.90","-0.51","",
"新臺灣高股息指數","3,946.68","+","5.96","0.15","",
"臺灣優息存股指數","4,196.60","-","24.00","-0.57","",
"特選上櫃ESG永續高股息指數","4,897.38","-","17.68","-0.36","",
"特選臺灣金融高股息存股指數","4,455.20","-","12.00","-0.27","",
"報酬指數(臺灣證券交易所)"
"報酬指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"寶島股價報酬指數","20,667.84","-","59.74","-0.29","",
"發行量加權股價報酬指數","26,867.69","-","63.61","-0.24","",
"臺灣公司治理100報酬指數","10,097.58","+","1.75","0.02","",
"臺灣50報酬指數","20,357.69","+","18.80","0.09","",
"臺灣50權重上限30%報酬指數","19,821.03","-","5.60","-0.03","",
"臺灣中型100報酬指數","22,583.49","-","109.82","-0.48","",
"臺灣資訊科技股報酬指數","32,225.92","+","50.50","0.16","",
"臺灣發達報酬指數","16,957.32","-","69.62","-0.41","",
"臺灣高股息報酬指數","15,319.30","-","17.64","-0.12","",
"臺灣就業99報酬指數","12,628.15","+","28.66","0.23","",
"臺灣高薪100報酬指數","10,477.90","-","8.46","-0.08","",
"未含金融電子報酬指數","27,667.12","-","233.63","-0.84","",
"小型股300報酬指數","9,879.30","-","64.48","-0.65","",
"水泥類報酬指數","279.02","-","6.20","-2.17","",
"食品類報酬指數","2,722.93","-","30.96","-1.12","",
"塑膠類報酬指數","411.28","+","3.85","0.94","",
"紡織纖維類報酬指數","881.94","-","7.69","-0.86","",
"電機機械類報酬指數","295.66","-","5.88","-1.95","",
"電器電纜類報酬指數","129.04","-","2.38","-1.81","",
"化學生技醫療類報酬指數","160.24","-","0.03","-0.02","",
"化學類報酬指數","197.35","-","1.70","-0.85","",
"生技醫療類報酬指數","85.89","+","0.71","0.83","",
"玻璃陶瓷類報酬指數","63.01","+","0.47","0.75","",
"造紙類報酬指數","444.28","+","0.38","0.09","",
"鋼鐵類報酬指數","221.90","+","5.06","2.33","",
"橡膠類報酬指數","356.77","-","6.33","-1.74","",
"汽車類報酬指數","475.62","-","17.45","-3.54","",
"電子工業類報酬指數","1,106.97","+","0.36","0.03","",
"半導體類報酬指數","472.26","+","2.19","0.47","",
"電腦及週邊設備類報酬指數","248.14","-","0.83","-0.33","",
"光電類報酬指數","46.35","+","0.14","0.30","",
"通信網路類報酬指數","252.87","-","0.14","-0.06","",
"電子零組件類報酬指數","260.01","-","4.29","-1.62","",
"電子通路類報酬指數","390.47","+","4.33","1.12","",
"資訊服務類報酬指數","266.29","-","7.16","-2.62","",
"其他電子類報酬指數","150.89","-","1.25","-0.82","",
"建材營造類報酬指數","669.81","-","5.91","-0.87","",
"航運類報酬指數","229.68","-","6.13","-2.60","",
"觀光類報酬指數","131.59","-","1.78","-1.33","",
"金融保險類報酬指數","2,389.40","-","2.89","-0.12","",
"貿易百貨類報酬指數","393.70","-","2.74","-0.69","",
"油電燃氣類報酬指數","160.95","-","1.10","-0.68","",
"其他類報酬指數","534.93","-","6.30","-1.16","",
"報酬指數(跨市場)"
"報酬指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"臺灣生技報酬指數","4,125.92","-","57.30","-1.37","",
"臺灣中小型公司治理報酬指數","7,623.37","-","61.25","-0.80","",
"臺灣IPO報酬指數","4,872.94","+","40.76","0.84","",
"智慧中立報酬指數","4,061.77","+","11.16","0.28","",
"加權指數掩護性臺指買權價外5%報酬指數","5,876.74","-","7.03","-0.12","",
"臺灣5G報酬指數","7,018.33","-","8.87","-0.13","",
"臺灣企業社會責任中小型報酬指數","8,360.47","-","23.25","-0.28","",
"特選臺灣電動車代表報酬指數","6,152.28","-","0.60","-0.01","",
"臺灣5G+通訊報酬指數","5,244.40","-","4.58","-0.09","",
"臺灣全市場報酬指數","4,691.17","-","10.59","-0.23","",
"臺灣全市場半導體報酬指數","4,160.42","+","11.57","0.28","",
"臺灣電動車與自駕科技永續概念報酬指數","3,820.06","-","0.25","-0.01","",
"臺灣智慧移動與電動車報酬指數","3,560.93","-","21.44","-0.60","",
"特選小資高價30報酬指數","3,837.37","-","36.80","-0.95","",
"特選臺灣綠能及電動車報酬指數","4,241.95","-","4.66","-0.11","",
"特選臺灣智能車供應鏈聯盟報酬指數","3,884.96","-","6.25","-0.16","",
"臺灣全市場半導體精選30報酬指數","3,209.82","+","11.36","0.36","",
"特選臺灣高股息30報酬指數","3,911.23","-","7.23","-0.18","",
"臺灣友善環境報酬指數","4,161.66","-","0.13","--","",
"台灣永續價值報酬指數","3,847.50","+","9.78","0.25","",
"特選臺灣IC設計報酬指數","2,420.70","-","20.59","-0.84","",
"特選臺灣環境永續高股息報酬指數","4,100.65","-","3.60","-0.09","",
"臺灣友善環境50報酬指數","3,598.64","+","0.24","0.01","",
"特選台灣策略高股息30報酬指數","3,842.54","+","8.16","0.21","",
"特選臺灣IC設計產業代表報酬指數","2,802.99","+","4.24","0.15","",
"特選臺灣綠能報酬指數","4,474.76","-","3.48","-0.08","",
"特選臺灣成長高股息報酬指數","3,763.70","-","5.55","-0.15","",
"特選臺灣智慧50報酬指數","3,376.37","-","9.81","-0.29","",
"特選臺灣標竿PCB報酬指數","3,308.72","-","56.09","-1.67","",
"臺灣晶圓製造報酬指數","3,718.36","+","24.23","0.66","",
"臺灣精選高息報酬指數","3,806.27","-","10.58","-0.28","",
"臺灣多因子優選高股息30報酬指數","4,653.39","+","8.37","0.18","",
"特選臺灣優利高填息30報酬指數","4,223.14","-","4.59","-0.11","",
"報酬指數(臺灣指數公司)"
"報酬指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"漲升股利150報酬指數","9,312.31","+","15.39","0.17","",
"藍籌30報酬指數","7,907.51","-","16.79","-0.21","",
"工業菁英30報酬指數","8,457.99","-","12.26","-0.14","",
"電子菁英30報酬指數","7,966.94","-","15.71","-0.20","",
"低波動股利精選30報酬指數","7,814.23","+","24.65","0.32","",
"中小型A級動能50報酬指數","13,715.31","-","304.92","-2.17","",
"特選高息低波報酬指數","8,432.48","+","9.86","0.12","",
"臺灣永續報酬指數","8,410.35","+","0.22","--","",
"特選內需高收益報酬指數","6,795.58","-","34.67","-0.51","",
"價值投資報酬指數","6,580.46","-","63.13","-0.95","",
"存股雙十等權重報酬指數","7,598.46","-","5.17","-0.07","",
"特選大蘋果報酬指數","6,878.72","-","39.57","-0.57","",
"中小型300報酬指數","8,667.45","-","55.45","-0.64","",
"特股高息20報酬指數","6,356.69","-","27.83","-0.44","",
"臺灣500報酬指數","7,809.36","-","17.31","-0.22","",
"臺灣勞工權益報酬指數","7,832.84","-","3.05","-0.04","",
"微波高息精選20報酬指數","6,747.03","-","50.70","-0.75","",
"特選世代行動通訊報酬指數","6,051.52","-","58.95","-0.96","",
"智慧投資多因子30報酬指數","5,006.59","-","6.40","-0.13","",
"特選大蘋果報酬正向兩倍指數","9,751.90","-","112.85","-1.14","",
"特選大蘋果報酬反向一倍指數","8,304.36","+","47.23","0.57","",
"特選價值成長報酬指數","6,668.13","+","24.13","0.36","",
"臺灣上櫃永續報酬指數","5,279.88","-","32.51","-0.61","",
"特選台股領航報酬指數","6,581.69","-","31.11","-0.47","",
"特選Smart多因子報酬指數","5,267.81","+","1.04","0.02","",
"特選ESG高股息報酬指數","3,880.80","+","25.86","0.67","",
"特選上櫃ESG成長報酬指數","3,611.22","-","27.91","-0.77","",
"特選上櫃ESG電子菁英報酬指數","3,707.58","-","19.18","-0.51","",
"新臺灣高股息報酬指數","4,287.51","+","6.48","0.15","",
"臺灣優息存股報酬指數","4,411.45","-","25.23","-0.57","",
"特選上櫃ESG永續高股息報酬指數","5,064.37","-","18.28","-0.36","",
"特選臺灣金融高股息存股報酬指數","4,605.64","-","12.41","-0.27","",
"111年10月20日 大盤統計資訊"
"成交統計","成交金額(元)","成交股數(股)","成交筆數",
"1.一般股票","223,605,732,881","3,620,863,105","1,621,916",
"2.台灣存託憑證","47,899,280","9,227,790","3,156",
"3.受益憑證","0","0","0",
"4.ETF","17,084,765,876","1,104,690,822","256,849",
"5.受益證券","49,057,422","4,830,070","75",
"6.變更交易股票","7,712,860","1,351,799","625",
"7.認購(售)權證","1,938,484,090","2,054,472,000","69,930",
"8.轉換公司債","0","0","0",
"9.附認股權特別股","0","0","0",
"10.附認股權公司債","0","0","0",
"11.認股權憑證","0","0","0",
"12.公司債","0","0","0",
"13.ETN","4,893,110","1,282,000","183",
"14.創新板股票","1,277,800","16,000","16",
"15.創新板-變更交易方法股票","0","0","0",
"證券合計(1+6+14+15)","223,614,723,541","3,622,230,904","1,622,557",
"總計(1~15)","242,739,823,319","6,796,733,586","1,952,750",
"漲跌證券數合計"
"類型","整體市場","股票",
"上漲(漲停)","3,040(6)","221(3)",
"下跌(跌停)","5,349(69)","688(5)",
"持平","256","46",
"未成交","15,369","1",
"無比價","2,204","6",
"備註:"
""漲跌價差"為當日收盤價與前一日收盤價比較。",
""無比價"含前一日無收盤價、當日除權、除息、新上市、恢復交易者。",
"外幣成交值係以本公司當日下午3時30分公告匯率換算後加入成交金額。<br>公告匯率請參考本公司首頁>產品與服務>交易系統>雙幣ETF專區>代號對應及每日公告匯率。",

"111年10月20日每日收盤行情(全部(不含權證、牛熊證))"
"(元,股)",,,,,,,,,,,"(元,交易單位)",,,,,
"證券代號","證券名稱","成交股數","成交筆數","成交金額","開盤價","最高價","最低價","收盤價","漲跌(+/-)","漲跌價差","最後揭示買價","最後揭示買量","最後揭示賣價","最後揭示賣量","本益比",
="0050","元大台灣50","20,052,215","25,107","1,965,292,155","98.20","99.45","97.35","99.20","-","0.55","99.20","182","99.25","1","0.00",
="0051","元大中型100","12,339","161","603,310","48.82","49.01","48.50","49.01","-","0.67","49.01","14","49.05","1","0.00",
="0052","富邦科技","460,293","426","37,850,480","82.65","83.10","81.65","83.05","-","0.65","82.70","1","83.05","6","0.00",
="0053","元大電子","5,011","9","242,069","48.00","49.01","48.00","49.01","-","0.49","49.01","13","49.17","14","0.00",
="0055","元大MSCI金融","231,447","389","4,656,249","20.20","20.38","19.98","20.36","-","0.07","20.34","33","20.43","30","0.00",
="0056","元大高股息","103,398,774","54,729","2,428,587,928","23.82","23.82","23.36","23.65","-","0.30","23.64","240","23.65","164","0.00",
="0057","富邦摩台","48","2","3,356","--","--","--","--"," ","0.00","71.00","20","71.35","10","0.00",
="0061","元大寶滬深","149,025","1,033","2,687,556","18.00","18.45","17.83","18.08","-","0.08","18.08","9","18.15","72","0.00",
="006203","元大MSCI台灣","9,943","1,009","473,197","47.50","47.80","47.49","47.80","-","0.98","48.09","10","48.28","1","0.00",
="006204","永豐臺灣加權","30,276","1,030","1,943,574","64.00","64.40","63.65","64.40","-","0.60","64.75","10","64.95","10","0.00",
="006205","富邦上証","1,118,656","183","33,910,402","30.12","30.85","29.88","30.24","+","0.12","30.24","20","30.27","105","0.00",
="006206","元大上證50","136,690","28","3,983,152","28.50","29.34","28.42","28.78","+","0.15","28.76","2","28.81","58","0.00",
="006207","FH滬深","377,003","27","8,959,991","23.58","23.94","23.58","23.79","+","0.07","23.76","35","23.84","30","0.00",
="006208","富邦台50","4,567,276","8,479","257,078,633","56.55","57.10","55.95","57.10","-","0.15","57.10","46","57.15","3","0.00",
="00625K","富邦上証+R","0","0","0","--","--","--","--"," ","0.00","6.90","5","6.95","2","0.00",
="00631L","元大台灣50正2","21,026,768","6,938","1,596,813,943","75.20","76.80","73.95","76.70","-","1.10","76.70","293","76.80","64","0.00",
="00632R","元大台灣50反1","316,163,673","15,296","2,108,755,623","6.65","6.72","6.59","6.60","+","0.04","6.59","13,938","6.60","10,914","0.00",
="00633L","富邦上証正2","9,177,281","2,101","344,386,866","37.31","39.15","36.97","37.73","-","0.22","37.72","7","37.73","386","0.00",
="00634R","富邦上証反1","2,478,351","151","11,951,157","4.87","4.89","4.73","4.83","+","0.01","4.83","615","4.85","700","0.00",
="00635U","期元大S&P黃金","451,007","203","9,602,238","21.34","21.40","21.26","21.40","-","0.19","21.39","1","21.41","261","0.00",
="00636","國泰中國A50","1,222,629","241","25,170,209","20.47","20.94","20.32","20.59","+","0.02","20.58","1","20.59","136","0.00",
="00636K","國泰中國A50+U","200","2","1,266","6.33","6.33","6.33","6.33","-","0.12","6.37","2","6.42","2","0.00",
="00637L","元大滬深300正2","85,269,315","9,207","1,261,213,936","14.67","15.43","14.52","14.83","-","0.04","14.83","172","14.84","2,296","0.00",
="00638R","元大滬深300反1","3,205,000","193","33,506,090","10.41","10.51","10.20","10.39","+","0.04","10.39","344","10.40","74","0.00",
="00639","富邦深100","646,427","74","8,032,884","12.30","12.66","12.24","12.45","+","0.01","12.44","59","12.45","7","0.00",
="00640L","富邦日本正2","317,000","37","8,541,260","26.92","27.08","26.76","27.03","-","0.33","27.03","114","27.08","51","0.00",
="00641R","富邦日本反1","376,000","110","3,765,600","10.02","10.04","9.98","9.98","+","0.03","9.98","17","9.99","1","0.00",
="00642U","期元大S&P石油","5,181,928","764","94,717,552","18.16","18.40","18.14","18.35","+","0.60","18.34","910","18.35","2","0.00",
="00643","群益深証中小","851,951","103","12,555,142","14.70","15.14","14.60","14.86"," ","0.00","14.86","3","14.87","10","0.00",
="00643K","群益深証中小+R","0","0","0","--","--","--","--"," ","0.00","3.35","2","3.41","1","0.00",
="00645","富邦日本","81,312","27","2,048,765","25.21","25.30","25.16","25.28","-","0.11","25.24","10","25.28","30","0.00",
="00646","元大S&P500","1,022,068","525","37,260,870","36.54","36.68","36.37","36.65","-","0.30","36.64","51","36.65","7","0.00",
="00647L","元大S&P500正2","328,525","155","15,552,100","47.29","47.90","47.00","47.79","-","1.17","47.77","1","47.79","18","0.00",
="00648R","元大S&P500反1","4,282,805","518","34,676,810","8.08","8.13","8.05","8.07","+","0.12","8.06","462","8.07","1,005","0.00",
="00650L","FH香港正2","16,110,628","2,155","159,150,565","10.10","10.20","9.66","10.02","-","0.42","10.02","441","10.03","2","0.00",
="00651R","FH香港反1","1,573,010","169","17,025,715","10.71","10.94","10.68","10.71","+","0.19","10.71","5","10.74","100","0.00",
="00652","富邦印度","260,800","772","7,755,834","29.98","29.98","29.62","29.87","-","0.25","29.87","2","29.88","32","0.00",
="00653L","富邦印度正2","175,000","71","7,634,040","43.85","44.06","43.40","44.02","-","0.46","44.00","1","44.02","50","0.00",
="00654R","富邦印度反1","717,100","135","5,922,106","8.25","8.28","8.23","8.24","+","0.06","8.23","20","8.24","90","0.00",
="00655L","國泰中國A50正2","4,643,300","666","121,739,185","26.09","27.39","25.80","26.36","-","0.14","26.31","1","26.36","292","0.00",
="00656R","國泰中國A50反1","505,000","83","4,648,500","9.23","9.27","9.00","9.16","+","0.01","9.19","8","9.20","100","0.00",
