"111年11月30日 價格指數(臺灣證券交易所)"
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"寶島股價指數","16,992.23","+","196.52","1.17","",
"發行量加權股價指數","14,879.55","+","169.91","1.16","",
"臺灣公司治理100指數","8,547.09","+","91.30","1.08","",
"臺灣50指數","11,445.29","+","121.74","1.08","",
"臺灣50權重上限30%指數","10,867.23","+","130.91","1.22","",
"臺灣中型100指數","12,978.87","+","170.36","1.33","",
"臺灣資訊科技指數","19,531.31","+","187.81","0.97","",
"臺灣發達指數","9,783.74","+","130.31","1.35","",
"臺灣高股息指數","6,015.99","+","56.75","0.95","",
"臺灣就業99指數","9,127.60","+","101.45","1.12","",
"臺灣高薪100指數","8,198.20","+","87.39","1.08","",
"未含金融指數","12,768.50","+","142.84","1.13","",
"未含電子指數","17,425.74","+","221.08","1.29","",
"未含金融電子指數","14,435.63","+","180.57","1.27","",
"小型股300指數","8,217.74","+","102.70","1.27","",
"水泥窯製類指數","610.38","+","4.00","0.66","",
"塑膠化工類指數","844.04","+","14.99","1.81","",
"機電類指數","3,867.96","+","42.08","1.10","",
"水泥類指數","154.67","+","1.38","0.90","",
"食品類指數","1,829.59","+","22.17","1.23","",
"塑膠類指數","251.80","+","4.17","1.68","",
"紡織纖維類指數","579.37","+","7.78","1.36","",
"電機機械類指數","224.00","+","4.24","1.93","",
"電器電纜類指數","105.09","+","2.32","2.26","",
"化學生技醫療類指數","114.33","+","2.61","2.34","",
"化學類指數","130.96","+","3.08","2.41","",
"生技醫療類指數","68.10","+","1.50","2.25","",
"玻璃陶瓷類指數","60.91","-","0.36","-0.59","",
"造紙類指數","308.68","+","2.88","0.94","",
"鋼鐵類指數","136.64","+","1.53","1.13","",
"橡膠類指數","237.94","+","2.85","1.21","",
"汽車類指數","348.43","+","4.71","1.37","",
"電子工業類指數","690.70","+","7.31","1.07","",
"半導體類指數","328.82","+","3.03","0.93","",
"電腦及週邊設備類指數","123.64","+","1.05","0.86","",
"光電類指數","34.14","+","0.30","0.89","",
"通信網路類指數","127.60","+","1.86","1.48","",
"電子零組件類指數","164.44","+","2.66","1.64","",
"電子通路類指數","171.02","+","2.30","1.36","",
"資訊服務類指數","122.41","+","1.38","1.14","",
"其他電子類指數","96.17","+","1.29","1.36","",
"建材營造類指數","354.41","+","2.09","0.59","",
"航運類指數","163.28","+","1.33","0.82","",
"觀光類指數","112.35","+","4.36","4.04","",
"金融保險類指數","1,561.08","+","20.44","1.33","",
"貿易百貨類指數","277.33","+","2.62","0.95","",
"油電燃氣類指數","110.80","+","0.13","0.12","",
"其他類指數","352.09","+","4.39","1.26","",
"臺指日報酬兩倍指數","27,730.14","+","626.15","2.31","",
"臺指反向一倍指數","4,606.62","-","53.83","-1.16","",
"電子類兩倍槓桿指數","26,263.81","+","550.10","2.14","",
"電子類反向指數","4,163.27","-","45.01","-1.07","",
"價格指數(跨市場)"
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"臺灣生技指數","4,358.90","+","101.74","2.39","",
"臺灣中小型公司治理指數","6,802.78","+","109.36","1.63","",
"臺灣IPO指數","4,780.29","+","142.15","3.06","",
"智慧中立指數","3,477.51","+","6.60","0.19","",
"臺灣5G指數","7,470.74","+","127.60","1.74","",
"臺灣企業社會責任中小型指數","7,941.13","+","85.12","1.08","",
"特選臺灣電動車代表指數","5,754.79","+","65.24","1.15","",
"臺灣5G+通訊指數","5,592.05","+","64.39","1.16","",
"臺灣全市場指數","5,044.19","+","58.02","1.16","",
"臺灣全市場半導體指數","4,712.22","+","62.63","1.35","",
"臺灣電動車與自駕科技永續概念指數","4,146.78","+","67.67","1.66","",
"臺灣智慧移動與電動車指數","3,848.21","+","37.44","0.98","",
"特選小資高價30指數","4,481.08","+","69.62","1.58","",
"特選臺灣綠能及電動車指數","4,338.90","+","57.36","1.34","",
"特選臺灣智能車供應鏈聯盟指數","4,196.56","+","54.20","1.31","",
"臺灣全市場半導體精選30指數","3,733.50","+","47.46","1.29","",
"特選臺灣高股息30指數","3,807.64","+","37.10","0.98","",
"臺灣友善環境指數","4,494.39","+","43.69","0.98","",
"台灣永續價值指數","4,229.95","+","43.47","1.04","",
"特選臺灣IC設計指數","2,732.74","+","20.12","0.74","",
"特選臺灣環境永續高股息指數","4,016.77","+","39.56","0.99","",
"臺灣友善環境50指數","3,925.87","+","44.72","1.15","",
"特選台灣策略高股息30指數","3,684.21","+","37.16","1.02","",
"特選臺灣IC設計產業代表指數","3,294.44","+","31.06","0.95","",
"特選臺灣綠能指數","4,674.95","+","80.35","1.75","",
"特選臺灣成長高股息指數","3,844.75","+","47.37","1.25","",
"特選臺灣智慧50指數","3,754.14","+","50.50","1.36","",
"特選臺灣標竿PCB指數","3,871.92","+","63.76","1.67","",
"臺灣晶圓製造指數","4,331.25","+","51.04","1.19","",
"臺灣精選高息指數","3,763.33","+","43.89","1.18","",
"臺灣多因子優選高股息30指數","4,765.95","+","41.31","0.87","",
"特選臺灣優利高填息30指數","4,384.69","+","37.27","0.86","",
"臺灣多因子優選成長30指數","5,247.12","+","42.50","0.82","",
"價格指數(臺灣指數公司)"
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"金融類日報酬兩倍指數","26,936.39","+","696.27","2.65","",
"金融類日報酬反向一倍指數","4,892.43","-","65.78","-1.33","",
"漲升股利150指數","7,843.93","+","94.02","1.21","",
"藍籌30指數","7,333.02","+","111.04","1.54","",
"工業菁英30指數","7,807.85","+","97.82","1.27","",
"電子菁英30指數","7,566.48","+","104.15","1.40","",
"低波動股利精選30指數","6,356.61","+","59.31","0.94","",
"中小型A級動能50指數","14,221.35","+","121.33","0.86","",
"特選高息低波指數","6,614.59","+","68.36","1.04","",
"臺灣永續指數","7,610.35","+","84.31","1.12","",
"特選內需高收益指數","5,789.82","+","78.81","1.38","",
"價值投資指數","5,667.10","+","71.05","1.27","",
"存股雙十等權重指數","6,704.04","+","48.50","0.73","",
"特選大蘋果指數","6,676.88","+","95.84","1.46","",
"中小型300指數","8,299.35","+","111.12","1.36","",
"特股高息20指數","5,688.59","+","28.89","0.51","",
"臺灣500指數","7,675.31","+","90.73","1.20","",
"臺灣勞工權益指數","7,186.22","+","81.59","1.15","",
"微波高息精選20指數","6,243.54","+","48.82","0.79","",
"特選世代行動通訊指數","5,993.28","+","32.51","0.55","",
"智慧投資多因子30指數","4,824.69","+","47.51","0.99","",
"臺股期貨指數","7,784.12","+","74.69","0.97","",
"特選價值成長指數","6,246.14","+","89.45","1.45","",
"臺灣上櫃永續指數","5,561.79","+","65.94","1.20","",
"特選台股領航指數","6,777.40","+","84.35","1.26","",
"特選Smart多因子指數","5,568.80","+","60.99","1.11","",
"特選ESG高股息指數","4,005.29","+","68.19","1.73","",
"特選上櫃ESG成長指數","4,026.11","+","32.07","0.80","",
"特選上櫃ESG電子菁英指數","4,078.80","+","39.10","0.97","",
"新臺灣高股息指數","4,410.44","+","46.25","1.06","",
"臺灣優息存股指數","4,744.34","+","61.64","1.32","",
"特選上櫃ESG永續高股息指數","5,623.28","+","57.39","1.03","",
"特選臺灣金融高股息存股指數","5,081.86","+","69.10","1.38","",
"上櫃ESG 30指數","5,116.19","+","50.28","0.99","",
"報酬指數(臺灣證券交易所)"
"報酬指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"寶島股價報酬指數","23,735.96","+","274.52","1.17","",
"發行量加權股價報酬指數","30,881.32","+","352.65","1.16","",
"臺灣公司治理100報酬指數","11,722.96","+","125.22","1.08","",
"臺灣50報酬指數","23,924.26","+","254.48","1.08","",
"臺灣50權重上限30%報酬指數","22,959.29","+","276.58","1.22","",
"臺灣中型100報酬指數","25,374.49","+","333.06","1.33","",
