"111年04月08日 價格指數(臺灣證券交易所)"
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"寶島股價指數","19,686.27","+","118.37","0.60","",
"發行量加權股價指數","17,284.54","+","105.91","0.62","",
"臺灣公司治理100指數","10,032.08","+","49.14","0.49","",
"臺灣50指數","13,396.14","+","53.47","0.40","",
"臺灣50權重上限30%指數","12,758.05","+","59.84","0.47","",
"臺灣中型100指數","14,580.66","+","133.17","0.92","",
"臺灣資訊科技指數","22,457.36","+","23.48","0.10","",
"臺灣發達指數","11,272.82","+","138.13","1.24","",
"臺灣高股息指數","7,763.04","+","80.04","1.04","",
"臺灣就業99指數","10,612.12","+","103.20","0.98","",
"臺灣高薪100指數","9,910.51","+","90.44","0.92","",
"未含金融指數","14,706.45","+","76.41","0.52","",
"未含電子指數","20,660.66","+","275.15","1.35","",
"未含金融電子指數","16,815.89","+","231.24","1.39","",
"小型股300指數","9,233.23","+","89.67","0.98","",
"水泥窯製類指數","744.90","+","3.74","0.50","",
"塑膠化工類指數","968.96","+","7.67","0.80","",
"機電類指數","4,411.87","+","6.69","0.15","",
"水泥類指數","193.32","+","0.58","0.30","",
"食品類指數","1,888.29","+","9.44","0.50","",
"塑膠類指數","293.41","+","0.93","0.32","",
"紡織纖維類指數","591.76","+","4.30","0.73","",
"電機機械類指數","233.02","+","1.84","0.80","",
"電器電纜類指數","86.89","+","1.99","2.34","",
"化學生技醫療類指數","125.84","+","3.08","2.51","",
"化學類指數","157.25","+","5.58","3.68","",
"生技醫療類指數","67.41","+","0.60","0.90","",
"玻璃陶瓷類指數","64.78","+","1.09","1.71","",
"造紙類指數","382.72","+","1.37","0.36","",
"鋼鐵類指數","187.71","+","3.66","1.99","",
"橡膠類指數","271.71","+","0.06","0.02","",
"汽車類指數","316.41","+","3.35","1.07","",
"電子工業類指數","791.35","+","0.98","0.12","",
"半導體類指數","388.39","-","0.13","-0.03","",
"電腦及週邊設備類指數","138.47","+","0.56","0.41","",
"光電類指數","37.04","+","0.25","0.68","",
"通信網路類指數","137.85","+","0.83","0.61","",
"電子零組件類指數","183.26","+","0.55","0.30","",
"電子通路類指數","205.27","+","1.68","0.83","",
"資訊服務類指數","131.54","-","0.45","-0.34","",
