"111年05月31日 價格指數(臺灣證券交易所)"
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"寶島股價指數","19,118.83","+","215.85","1.14","",
"發行量加權股價指數","16,807.77","+","197.15","1.19","",
"臺灣公司治理100指數","9,785.33","+","143.00","1.48","",
"臺灣50指數","13,088.70","+","221.13","1.72","",
"臺灣50權重上限30%指數","12,422.83","+","184.91","1.51","",
"臺灣中型100指數","14,081.84","+","64.62","0.46","",
"臺灣資訊科技指數","22,329.95","+","429.20","1.96","",
"臺灣發達指數","11,068.92","+","29.54","0.27","",
"臺灣高股息指數","7,322.39","-","7.84","-0.11","",
"臺灣就業99指數","9,998.50","+","80.10","0.81","",
"臺灣高薪100指數","9,366.72","+","90.62","0.98","",
"未含金融指數","14,491.27","+","176.67","1.23","",
"未含電子指數","19,558.20","+","82.07","0.42","",
"未含金融電子指數","16,403.00","+","40.19","0.25","",
"小型股300指數","8,856.51","+","30.08","0.34","",
"水泥窯製類指數","664.58","-","4.22","-0.63","",
"塑膠化工類指數","928.49","+","2.31","0.25","",
"機電類指數","4,376.93","+","71.02","1.65","",
"水泥類指數","172.04","-","1.82","-1.05","",
"食品類指數","1,864.73","+","18.92","1.03","",
"塑膠類指數","282.13","+","0.48","0.17","",
"紡織纖維類指數","576.15","-","2.95","-0.51","",
"電機機械類指數","235.10","+","1.07","0.46","",
"電器電纜類指數","110.46","-","0.15","-0.14","",
"化學生技醫療類指數","119.88","+","0.44","0.37","",
"化學類指數","149.66","+","0.50","0.34","",
"生技醫療類指數","64.28","+","0.27","0.42","",
"玻璃陶瓷類指數","58.65","+","1.06","1.84","",
"造紙類指數","336.70","+","1.61","0.48","",
"鋼鐵類指數","162.97","-","0.26","-0.16","",
"橡膠類指數","257.83","+","1.34","0.52","",
"汽車類指數","335.76","+","5.36","1.62","",
"電子工業類指數","783.40","+","13.02","1.69","",
"半導體類指數","386.97","+","8.40","2.22","",
"電腦及週邊設備類指數","133.35","+","1.03","0.78","",
"光電類指數","34.56","+","0.25","0.73","",
"通信網路類指數","137.90","+","0.55","0.40","",
"電子零組件類指數","172.43","+","1.50","0.88","",
"電子通路類指數","196.32","-","0.82","-0.42","",
"資訊服務類指數","128.23","-","0.06","-0.05","",
"其他電子類指數","102.98","+","1.24","1.22","",
"建材營造類指數","372.26","-","0.36","-0.10","",
"航運類指數","268.26","-","3.75","-1.38","",
"觀光類指數","95.87","+","0.10","0.10","",
"金融保險類指數","1,703.05","+","14.10","0.83","",
"貿易百貨類指數","295.36","+","5.75","1.99","",
"油電燃氣類指數","125.99","+","0.61","0.49","",
"其他類指數","376.24","+","6.15","1.66","",
"臺指日報酬兩倍指數","36,235.87","+","840.22","2.37","",
"臺指反向一倍指數","4,175.43","-","50.15","-1.19","",
"電子類兩倍槓桿指數","35,035.00","+","1,145.52","3.38","",
"電子類反向指數","3,805.49","-","65.42","-1.69","",
"價格指數(跨市場)"
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"臺灣生技指數","4,038.60","+","38.46","0.96","",
"臺灣中小型公司治理指數","7,217.07","+","62.54","0.87","",
"臺灣IPO指數","6,680.86","+","81.29","1.23","",
"智慧中立指數","4,064.70","+","0.81","0.02","",
"臺灣5G指數","8,663.50","+","143.99","1.69","",
"臺灣企業社會責任中小型指數","8,534.13","+","45.33","0.53","",
"特選臺灣電動車代表指數","5,769.16","+","46.87","0.82","",
"臺灣5G+通訊指數","6,354.58","+","114.26","1.83","",
"臺灣全市場指數","5,701.63","+","70.09","1.24","",
"臺灣全市場半導體指數","5,774.21","+","108.29","1.91","",
"臺灣電動車與自駕科技永續概念指數","4,669.33","+","62.35","1.35","",
"臺灣智慧移動與電動車指數","4,461.51","+","75.16","1.71","",
"特選小資高價30指數","4,942.76","+","81.34","1.67","",
"特選臺灣綠能及電動車指數","4,714.06","+","42.66","0.91","",
"特選臺灣智能車供應鏈聯盟指數","4,624.32","+","75.85","1.67","",
"臺灣全市場半導體精選30指數","4,577.97","+","87.94","1.96","",
"特選臺灣高股息30指數","4,762.45","+","48.11","1.02","",
"臺灣友善環境指數","5,190.96","+","59.80","1.17","",
"台灣永續價值指數","4,687.21","+","65.68","1.42","",
"特選臺灣IC設計指數","3,784.10","+","67.41","1.81","",
"特選臺灣環境永續高股息指數","4,643.10","+","18.95","0.41","",
"臺灣友善環境50指數","4,545.32","+","62.40","1.39","",
"特選台灣策略高股息30指數","4,618.84","+","30.64","0.67","",
"特選臺灣IC設計產業代表指數","4,190.34","+","54.45","1.32","",
"特選臺灣綠能指數","4,831.78","+","1.69","0.03","",
"特選臺灣成長高股息指數","4,585.93","+","51.04","1.13","",
"特選臺灣智慧50指數","4,734.78","+","53.76","1.15","",
"特選臺灣標竿PCB指數","4,663.08","+","37.60","0.81","",
"價格指數(臺灣指數公司)"
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"金融類日報酬兩倍指數","32,571.56","+","534.91","1.67","",
"金融類日報酬反向一倍指數","4,556.23","-","38.36","-0.83","",
"漲升股利150指數","8,787.64","+","70.16","0.80","",
"藍籌30指數","8,228.86","+","127.82","1.58","",
"工業菁英30指數","8,932.26","+","135.67","1.54","",
"電子菁英30指數","8,163.95","+","99.35","1.23","",
"低波動股利精選30指數","7,357.44","+","59.89","0.82","",
"中小型A級動能50指數","14,504.92","+","146.26","1.02","",
"特選高息低波指數","7,561.20","+","61.67","0.82","",
"臺灣永續指數","8,600.26","+","121.34","1.43","",
"特選內需高收益指數","6,396.36","+","14.40","0.23","",
"價值投資指數","7,545.35","+","19.39","0.26","",
"存股雙十等權重指數","8,018.86","+","22.58","0.28","",
"特選大蘋果指數","6,926.95","+","92.70","1.36","",
"中小型300指數","9,032.91","+","42.16","0.47","",
"特股高息20指數","6,223.81","+","10.57","0.17","",
"臺灣500指數","8,693.58","+","98.25","1.14","",
"臺灣勞工權益指數","7,955.37","+","91.72","1.17","",
"微波高息精選20指數","6,710.51","+","26.76","0.40","",
"特選世代行動通訊指數","6,184.96","+","71.11","1.16","",
"智慧投資多因子30指數","5,905.55","+","30.56","0.52","",
"臺股期貨指數","8,361.45","+","61.15","0.74","",
"特選價值成長指數","7,827.78","+","51.61","0.66","",
"臺灣上櫃永續指數","6,182.18","+","59.38","0.97","",
"特選台股領航指數","7,654.75","+","117.99","1.57","",
"特選Smart多因子指數","6,530.90","+","72.97","1.13","",
