"111年05月12日 價格指數(臺灣證券交易所)"
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"寶島股價指數","17,763.27","-","436.54","-2.40","",
"發行量加權股價指數","15,616.68","-","389.57","-2.43","",
"臺灣公司治理100指數","9,074.59","-","242.97","-2.61","",
"臺灣50指數","12,062.49","-","331.22","-2.67","",
"臺灣50權重上限30%指數","11,527.10","-","301.47","-2.55","",
"臺灣中型100指數","13,275.86","-","217.58","-1.61","",
"臺灣資訊科技指數","20,394.78","-","484.36","-2.32","",
"臺灣發達指數","10,489.62","-","238.71","-2.23","",
"臺灣高股息指數","7,149.00","-","121.12","-1.67","",
"臺灣就業99指數","9,443.30","-","260.32","-2.68","",
"臺灣高薪100指數","8,856.99","-","251.19","-2.76","",
"未含金融指數","13,414.14","-","316.81","-2.31","",
"未含電子指數","18,458.00","-","551.93","-2.90","",
"未含金融電子指數","15,401.21","-","429.26","-2.71","",
"小型股300指數","8,286.29","-","188.91","-2.23","",
"水泥窯製類指數","638.33","-","20.73","-3.15","",
"塑膠化工類指數","877.94","-","22.21","-2.47","",
"機電類指數","4,021.49","-","86.74","-2.11","",
"水泥類指數","167.08","-","5.75","-3.33","",
"食品類指數","1,786.75","-","35.99","-1.97","",
"塑膠類指數","267.84","-","6.45","-2.35","",
"紡織纖維類指數","561.29","-","7.66","-1.35","",
"電機機械類指數","212.94","-","5.67","-2.59","",
"電器電纜類指數","94.01","+","0.23","0.25","",
"化學生技醫療類指數","112.24","-","3.69","-3.18","",
"化學類指數","139.16","-","4.08","-2.85","",
"生技醫療類指數","60.77","-","2.31","-3.66","",
"玻璃陶瓷類指數","52.71","-","1.06","-1.97","",
"造紙類指數","329.11","-","17.39","-5.02","",
"鋼鐵類指數","155.70","-","4.80","-2.99","",
"橡膠類指數","242.75","-","3.77","-1.53","",
"汽車類指數","294.25","-","7.92","-2.62","",
"電子工業類指數","720.44","-","15.59","-2.12","",
"半導體類指數","350.66","-","9.14","-2.54","",
"電腦及週邊設備類指數","128.75","-","2.04","-1.56","",
"光電類指數","32.30","-","0.32","-0.98","",
"通信網路類指數","134.52","-","1.12","-0.83","",
"電子零組件類指數","159.90","-","3.06","-1.88","",
"電子通路類指數","190.67","-","1.58","-0.82","",
"資訊服務類指數","122.77","-","2.21","-1.77","",
"其他電子類指數","93.91","-","1.35","-1.42","",
"建材營造類指數","355.64","-","7.45","-2.05","",
"航運類指數","257.78","-","11.04","-4.11","",
"觀光類指數","89.13","-","2.36","-2.58","",
"金融保險類指數","1,626.45","-","56.23","-3.34","",
"貿易百貨類指數","273.91","-","6.00","-2.14","",
"油電燃氣類指數","116.08","-","1.84","-1.56","",
"其他類指數","345.88","-","10.80","-3.03","",
"臺指日報酬兩倍指數","31,346.90","-","1,603.96","-4.87","",
"臺指反向一倍指數","4,503.37","+","107.00","2.43","",
"電子類兩倍槓桿指數","29,714.74","-","1,314.47","-4.24","",
"電子類反向指數","4,150.15","+","86.08","2.12","",
"價格指數(跨市場)"
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"臺灣生技指數","3,829.91","-","114.85","-2.91","",
"臺灣中小型公司治理指數","6,726.99","-","68.17","-1.00","",
"臺灣IPO指數","6,089.38","-","55.94","-0.91","",
"智慧中立指數","4,054.46","-","15.11","-0.37","",
"臺灣5G指數","7,966.70","-","141.65","-1.75","",
"臺灣企業社會責任中小型指數","8,083.55","-","132.86","-1.62","",
"特選臺灣電動車代表指數","5,415.35","-","58.25","-1.06","",
"臺灣5G+通訊指數","5,850.07","-","98.16","-1.65","",
"臺灣全市場指數","5,286.85","-","132.53","-2.45","",
"臺灣全市場半導體指數","5,259.35","-","94.56","-1.77","",
"臺灣電動車與自駕科技永續概念指數","4,321.32","-","83.16","-1.89","",
"臺灣智慧移動與電動車指數","4,110.36","-","66.27","-1.59","",
"特選小資高價30指數","4,548.51","-","103.73","-2.23","",
"特選臺灣綠能及電動車指數","4,370.37","-","95.63","-2.14","",
"特選臺灣智能車供應鏈聯盟指數","4,248.14","-","85.65","-1.98","",
"臺灣全市場半導體精選30指數","4,169.48","-","70.82","-1.67","",
"特選臺灣高股息30指數","4,534.63","-","80.42","-1.74","",
"臺灣友善環境指數","4,834.93","-","128.05","-2.58","",
"台灣永續價值指數","4,379.90","-","133.34","-2.95","",
"特選臺灣IC設計指數","3,524.00","-","13.38","-0.38","",
"特選臺灣環境永續高股息指數","4,528.50","-","76.52","-1.66","",
"臺灣友善環境50指數","4,214.85","-","105.79","-2.45","",
"特選台灣策略高股息30指數","4,357.07","-","65.11","-1.47","",
"特選臺灣IC設計產業代表指數","3,925.34","+","7.55","0.19","",
"特選臺灣綠能指數","4,537.96","-","128.80","-2.76","",
"特選臺灣成長高股息指數","4,349.34","-","62.19","-1.41","",
"特選臺灣智慧50指數","4,419.58","-","108.25","-2.39","",
"特選臺灣標竿PCB指數","4,354.80","-","57.87","-1.31","",
